disruption_id,shipment_id,order_id,event_type,affected_resource,warehouse_code,severity,priority,event_time,impact,status
DIS000579,SHP005508,ORD005508,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000580,SHP005512,ORD005512,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000581,SHP005516,ORD005516,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000582,SHP005518,ORD005518,Weather Delay,Mhasla,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000583,SHP005525,ORD005525,Weather Delay,Mattanur,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000584,SHP005526,ORD005526,Weather Delay,Samakhiali,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000585,SHP005537,ORD005537,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000586,SHP005550,ORD005550,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000587,SHP005560,ORD005560,Weather Delay,Gola Gokarannath,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000588,SHP005561,ORD005561,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000589,SHP005576,ORD005576,Driver Absence,DRV007,NAG_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000590,SHP005577,ORD005577,Weather Delay,Amarpur,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000591,SHP005585,ORD005585,Weather Delay,Pehowa,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000592,SHP005593,ORD005593,Driver Absence,DRV014,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000593,SHP005601,ORD005601,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000594,SHP005602,ORD005602,Weather Delay,Sadaseopet,DEL_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000595,SHP005617,ORD005617,Weather Delay,Sankheda,NAG_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000596,SHP005626,ORD005626,Warehouse Shutdown,DEL_RDC,DEL_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000597,SHP005628,ORD005628,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000598,SHP005634,ORD005634,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000599,SHP005634,ORD005634,Weather Delay,Devbhumi Dwarka,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000600,SHP005640,ORD005640,Warehouse Shutdown,DEL_RDC,DEL_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000601,SHP005641,ORD005641,Weather Delay,Ramganj Mandi,DEL_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000602,SHP005654,ORD005654,Weather Delay,Sodpur,NAG_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000603,SHP005667,ORD005667,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000604,SHP005669,ORD005669,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000605,SHP005673,ORD005673,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000606,SHP005684,ORD005684,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000607,SHP005710,ORD005710,Weather Delay,Pindwara,DEL_RDC,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000608,SHP005722,ORD005722,Weather Delay,Sumbal,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000609,SHP005726,ORD005726,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000610,SHP005729,ORD005729,Weather Delay,Mormugao,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000611,SHP005738,ORD005738,Weather Delay,Amarnath,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000612,SHP005756,ORD005756,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000613,SHP005761,ORD005761,Vehicle Breakdown,VEH003,MUM_NH,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000614,SHP005775,ORD005775,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000615,SHP005777,ORD005777,Weather Delay,Makhjan,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000616,SHP005787,ORD005787,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000617,SHP005789,ORD005789,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000618,SHP005790,ORD005790,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000619,SHP005801,ORD005801,Weather Delay,Virar,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000620,SHP005804,ORD005804,Weather Delay,Raver,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000621,SHP005817,ORD005817,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000622,SHP005822,ORD005822,Weather Delay,Kenduadih,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000623,SHP005826,ORD005826,Vehicle Breakdown,VEH018,AMD_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000624,SHP005832,ORD005832,Weather Delay,Gandarbal,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000625,SHP005833,ORD005833,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000626,SHP005838,ORD005838,Weather Delay,Kanker,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000627,SHP005851,ORD005851,Vehicle Breakdown,VEH003,MUM_NH,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000628,SHP005866,ORD005866,Weather Delay,Bhanvad,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000629,SHP005880,ORD005880,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000630,SHP005909,ORD005909,Weather Delay,Santoshpur,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000631,SHP005914,ORD005914,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000632,SHP005920,ORD005920,Inventory Shortage,MUM_NH,MUM_NH,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000633,SHP005925,ORD005925,Weather Delay,Samrala,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000634,SHP005930,ORD005930,Weather Delay,Taramangalam,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000635,SHP005936,ORD005936,Weather Delay,Ramgarh,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000636,SHP005947,ORD005947,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000637,SHP005955,ORD005955,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000638,SHP005956,ORD005956,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000639,SHP005957,ORD005957,Weather Delay,Talcher,NAG_NH,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000640,SHP005964,ORD005964,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000641,SHP005987,ORD005987,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000642,SHP005990,ORD005990,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000643,SHP005995,ORD005995,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000644,SHP006016,ORD006016,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000645,SHP006031,ORD006031,Weather Delay,South West Khasi Hills,MAA_RDC,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000646,SHP006057,ORD006057,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000647,SHP006058,ORD006058,Weather Delay,Barwar (Lakhimpur Kheri),CCU_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000648,SHP006064,ORD006064,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000649,SHP006071,ORD006071,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000650,SHP006082,ORD006082,Driver Absence,DRV040,CCU_RDC,Medium,Express,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000651,SHP006096,ORD006096,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000652,SHP006098,ORD006098,Weather Delay,Vadamadurai,MAA_RDC,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000653,SHP006109,ORD006109,Weather Delay,Thakurdwara,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000654,SHP006111,ORD006111,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000655,SHP006117,ORD006117,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000656,SHP006118,ORD006118,Weather Delay,Chanduasi,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000657,SHP006123,ORD006123,Weather Delay,Saraikela,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000658,SHP006132,ORD006132,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000659,SHP006133,ORD006133,Weather Delay,Sathamba,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000660,SHP006142,ORD006142,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000661,SHP006145,ORD006145,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000662,SHP006152,ORD006152,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000663,SHP006153,ORD006153,Weather Delay,Ladnun,AMD_RDC,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000664,SHP006158,ORD006158,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000665,SHP006201,ORD006201,Vehicle Breakdown,VEH029,HYD_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000666,SHP006211,ORD006211,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000667,SHP006216,ORD006216,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000668,SHP006237,ORD006237,Warehouse Shutdown,DEL_RDC,DEL_RDC,Critical,Standard,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000669,SHP006244,ORD006244,Weather Delay,Tirunelveli Kattabo,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000670,SHP006250,ORD006250,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000671,SHP006266,ORD006266,Weather Delay,Medchal Malkajgiri,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000672,SHP006268,ORD006268,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000673,SHP006282,ORD006282,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000674,SHP006284,ORD006284,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000675,SHP006288,ORD006288,Weather Delay,Serampore,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000676,SHP006298,ORD006298,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000677,SHP006344,ORD006344,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000678,SHP006346,ORD006346,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000679,SHP006356,ORD006356,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Standard,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000680,SHP006385,ORD006385,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000681,SHP006389,ORD006389,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000682,SHP006394,ORD006394,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000683,SHP006403,ORD006403,Weather Delay,Goribidnur,MUM_NH,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000684,SHP006409,ORD006409,Driver Absence,DRV034,MAA_RDC,Medium,Express,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000685,SHP006409,ORD006409,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000686,SHP006430,ORD006430,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000687,SHP006432,ORD006432,Weather Delay,Gangoh,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000688,SHP006433,ORD006433,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000689,SHP006435,ORD006435,Weather Delay,Nabinagar,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000690,SHP006439,ORD006439,Vehicle Breakdown,VEH029,HYD_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000691,SHP006460,ORD006460,Weather Delay,Gevrai,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000692,SHP006461,ORD006461,Weather Delay,Un,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000693,SHP006476,ORD006476,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000694,SHP006478,ORD006478,Weather Delay,Salumbar,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000695,SHP006493,ORD006493,Weather Delay,Kalugumalai,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000696,SHP006494,ORD006494,Vehicle Breakdown,VEH023,BLR_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000697,SHP006512,ORD006512,Weather Delay,Junagarh,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000698,SHP006517,ORD006517,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000699,SHP006520,ORD006520,Weather Delay,Qadian,MUM_NH,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000700,SHP006536,ORD006536,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000701,SHP006536,ORD006536,Weather Delay,Mihona,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000702,SHP006548,ORD006548,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000703,SHP006549,ORD006549,Weather Delay,Rajpura,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000704,SHP006555,ORD006555,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000705,SHP006561,ORD006561,Weather Delay,Sadaseopet,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000706,SHP006562,ORD006562,Weather Delay,Phulambri,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000707,SHP006563,ORD006563,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000708,SHP006564,ORD006564,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000709,SHP006584,ORD006584,Driver Absence,DRV024,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000710,SHP006590,ORD006590,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000711,SHP006593,ORD006593,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000712,SHP006593,ORD006593,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000713,SHP006613,ORD006613,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000714,SHP006632,ORD006632,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000715,SHP006647,ORD006647,Weather Delay,Vadamadurai,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000716,SHP006662,ORD006662,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000717,SHP006663,ORD006663,Vehicle Breakdown,VEH014,DEL_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000718,SHP006663,ORD006663,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:04,Low Inventory,Active
DIS000719,SHP006681,ORD006681,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000720,SHP006688,ORD006688,Weather Delay,Chandur,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000721,SHP006692,ORD006692,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000722,SHP006707,ORD006707,Weather Delay,Alwar,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000723,SHP006716,ORD006716,Warehouse Shutdown,MUM_NH,MUM_NH,Critical,Express,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000724,SHP006740,ORD006740,Weather Delay,Tuensang,NAG_NH,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000725,SHP006745,ORD006745,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000726,SHP006745,ORD006745,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000727,SHP006755,ORD006755,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000728,SHP006762,ORD006762,Weather Delay,Malakanagiri,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000729,SHP006767,ORD006767,Weather Delay,Ramgarh,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000730,SHP006773,ORD006773,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000731,SHP006783,ORD006783,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000732,SHP006791,ORD006791,Vehicle Breakdown,VEH036,CCU_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000733,SHP006804,ORD006804,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000734,SHP006808,ORD006808,Weather Delay,Kamatgi,BLR_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000735,SHP006819,ORD006819,Warehouse Shutdown,MUM_NH,MUM_NH,Critical,Standard,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000736,SHP006827,ORD006827,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000737,SHP006848,ORD006848,Weather Delay,Kakinada,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000738,SHP006851,ORD006851,Weather Delay,Ramanuj Ganj,AMD_RDC,Medium,Express,2026-07-05 23:54:04,ETA Increased,Active
DIS000739,SHP006853,ORD006853,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000740,SHP006855,ORD006855,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000741,SHP006893,ORD006893,Weather Delay,Sanchi,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000742,SHP006913,ORD006913,Weather Delay,Cumbum,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000743,SHP006936,ORD006936,Weather Delay,Anta,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000744,SHP006938,ORD006938,Weather Delay,Gosaba,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000745,SHP006947,ORD006947,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000746,SHP006948,ORD006948,Driver Absence,DRV001,MUM_NH,Medium,Express,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000747,SHP006981,ORD006981,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Standard,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000748,SHP006984,ORD006984,Weather Delay,Garhmuktesar,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000749,SHP006986,ORD006986,Warehouse Shutdown,HYD_RDC,HYD_RDC,Critical,Express,2026-07-05 23:54:04,Warehouse Closed,Active
DIS000750,SHP006988,ORD006988,Weather Delay,Bhattiprolu,DEL_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000751,SHP006990,ORD006990,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000752,SHP006996,ORD006996,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000753,SHP006997,ORD006997,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000754,SHP006997,ORD006997,Weather Delay,Sandur,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000755,SHP007012,ORD007012,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000756,SHP007024,ORD007024,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000757,SHP007036,ORD007036,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000758,SHP007048,ORD007048,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
DIS000759,SHP007057,ORD007057,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:04,Driver Unavailable,Active
DIS000760,SHP007072,ORD007072,Weather Delay,Gajapati,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000761,SHP007077,ORD007077,Weather Delay,Shishgarh,MUM_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000762,SHP007080,ORD007080,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000763,SHP007087,ORD007087,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000764,SHP007105,ORD007105,Weather Delay,Mudukulattur,MAA_RDC,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000765,SHP007107,ORD007107,Weather Delay,Reha,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000766,SHP007112,ORD007112,Weather Delay,Raisen,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000767,SHP007116,ORD007116,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000768,SHP007121,ORD007121,Vehicle Breakdown,VEH029,HYD_RDC,High,Express,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000769,SHP007154,ORD007154,Weather Delay,Bhander,NAG_NH,Medium,Standard,2026-07-05 23:54:04,ETA Increased,Active
DIS000770,SHP007168,ORD007168,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:04,Vehicle Unavailable,Active
DIS000771,SHP007181,ORD007181,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:04,Low Inventory,Active
