shipment_id,vehicle_id,distance_km,fuel_efficiency_kmpl,fuel_consumption_l,co2_emission_kg,carbon_intensity,estimated_delivery,eta_status,sustainability_score,green_shipment,sustainability_category
SHP006917,VEH034,19.89,12,1.66,4.45,0.224,2025-03-20 00:40,On Time,100,Yes,Excellent
SHP006918,VEH014,1342.43,12,111.87,299.81,0.223,2025-07-15 01:00,Long Distance,50,No,Poor
SHP006919,VEH034,1401.98,12,116.83,313.1,0.223,2025-08-23 07:30,In Transit,50,No,Poor
SHP006920,VEH003,1751.61,8,218.95,586.79,0.335,2025-03-08 09:00,In Transit,50,No,Poor
SHP006921,VEH034,286.29,12,23.86,63.94,0.223,2025-05-05 03:00,On Time,85,Yes,Good
SHP006922,VEH008,680.88,8,85.11,228.09,0.335,2025-01-13 00:48,On Time,50,No,Poor
SHP006923,VEH036,428.65,8,53.58,143.59,0.335,2025-12-10 18:00,Long Distance,70,Yes,Average
SHP006924,VEH018,1521.19,12,126.77,339.74,0.223,2025-06-21 07:30,In Transit,50,No,Poor
SHP006925,VEH003,919.73,8,114.97,308.12,0.335,2025-02-14 00:48,On Time,50,No,Poor
SHP006926,VEH029,304.95,12,25.41,68.1,0.223,2025-01-23 03:00,On Time,85,Yes,Good
SHP006927,VEH036,1186.75,8,148.34,397.55,0.335,2025-08-03 09:00,In Transit,50,No,Poor
SHP006928,VEH008,970.43,8,121.3,325.08,0.335,2025-03-12 03:36,On Time,50,No,Poor
SHP006929,VEH003,1561.24,8,195.16,523.03,0.335,2025-12-11 18:00,Long Distance,50,No,Poor
SHP006930,VEH023,1403.39,12,116.95,313.43,0.223,2025-08-25 01:00,Long Distance,50,No,Poor
SHP006931,VEH008,1025.48,8,128.18,343.52,0.335,2025-05-28 00:48,On Time,50,No,Poor
SHP006932,VEH023,599.29,12,49.94,133.84,0.223,2025-07-04 15:00,Long Distance,70,Yes,Average
SHP006933,VEH018,1129.94,12,94.16,252.35,0.223,2025-02-27 07:30,In Transit,50,No,Poor
SHP006934,VEH029,871.62,12,72.64,194.68,0.223,2025-10-20 03:00,On Time,50,No,Poor
SHP006935,VEH029,1309.99,12,109.17,292.58,0.223,2025-12-31 00:40,On Time,50,No,Poor
SHP006936,VEH003,823.77,8,102.97,275.96,0.335,2025-05-27 03:36,On Time,50,No,Poor
SHP006937,VEH018,1463.09,12,121.92,326.75,0.223,2025-04-19 03:00,On Time,50,No,Poor
SHP006938,VEH029,1282.67,12,106.89,286.47,0.223,2025-12-05 00:40,On Time,50,No,Poor
SHP006939,VEH008,1409.56,8,176.2,472.22,0.335,2025-09-24 03:36,On Time,50,No,Poor
SHP006940,VEH034,574.43,12,47.87,128.29,0.223,2025-05-16 00:40,On Time,70,Yes,Average
SHP006941,VEH008,695.37,8,86.92,232.95,0.335,2025-12-10 00:48,On Time,50,No,Poor
SHP006942,VEH036,948.54,8,118.57,317.77,0.335,2025-01-19 00:48,On Time,50,No,Poor
SHP006943,VEH029,490.31,12,40.86,109.5,0.223,2025-01-11 00:40,On Time,70,Yes,Average
SHP006944,VEH034,416.46,12,34.7,93.0,0.223,2025-02-14 00:40,On Time,85,Yes,Good
SHP006945,VEH029,654.19,12,54.52,146.11,0.223,2025-01-10 15:00,Long Distance,70,Yes,Average
SHP006946,VEH008,1484.17,8,185.52,497.19,0.335,2025-10-16 03:36,On Time,50,No,Poor
SHP006947,VEH014,1210.11,12,100.84,270.25,0.223,2025-09-12 00:40,On Time,50,No,Poor
SHP006948,VEH003,671.63,8,83.95,224.99,0.335,2025-02-01 00:48,On Time,50,No,Poor
SHP006949,VEH023,989.83,12,82.49,221.07,0.223,2025-05-02 15:00,Long Distance,50,No,Poor
SHP006950,VEH036,1576.98,8,197.12,528.28,0.335,2025-07-17 03:36,On Time,50,No,Poor
SHP006951,VEH023,1388.2,12,115.68,310.02,0.223,2025-02-17 00:40,On Time,50,No,Poor
SHP006952,VEH014,344.01,12,28.67,76.84,0.223,2025-10-29 07:30,In Transit,85,Yes,Good
SHP006953,VEH018,1155.69,12,96.31,258.11,0.223,2025-05-02 00:40,On Time,50,No,Poor
SHP006954,VEH029,1064.69,12,88.72,237.77,0.223,2025-02-28 03:00,On Time,50,No,Poor
SHP006955,VEH008,593.73,8,74.22,198.91,0.335,2025-01-23 18:00,Long Distance,50,No,Poor
SHP006956,VEH008,634.93,8,79.37,212.71,0.335,2025-06-22 03:36,On Time,50,No,Poor
SHP006957,VEH014,1130.19,12,94.18,252.4,0.223,2025-10-08 03:00,On Time,50,No,Poor
SHP006958,VEH029,1735.14,12,144.6,387.53,0.223,2025-12-17 07:30,In Transit,50,No,Poor
SHP006959,VEH003,723.12,8,90.39,242.25,0.335,2025-01-27 00:48,On Time,50,No,Poor
SHP006960,VEH023,1500.24,12,125.02,335.05,0.223,2025-08-17 15:00,Long Distance,50,No,Poor
SHP006961,VEH018,1422.26,12,118.52,317.63,0.223,2025-08-02 00:40,On Time,50,No,Poor
SHP006962,VEH008,303.5,8,37.94,101.68,0.335,2025-09-21 09:00,In Transit,70,Yes,Average
SHP006963,VEH029,729.77,12,60.81,162.97,0.223,2025-11-23 00:40,On Time,70,Yes,Average
SHP006964,VEH008,440.73,8,55.09,147.64,0.335,2025-10-21 09:00,In Transit,70,Yes,Average
SHP006965,VEH008,1061.52,8,132.69,355.61,0.335,2025-12-25 03:36,On Time,50,No,Poor
SHP006966,VEH014,454.55,12,37.88,101.52,0.223,2025-01-04 15:00,Long Distance,70,Yes,Average
SHP006967,VEH023,2325.39,12,193.78,519.33,0.223,2025-02-17 15:00,Long Distance,50,No,Poor
SHP006968,VEH018,412.71,12,34.39,92.17,0.223,2025-04-21 03:00,On Time,85,Yes,Good
SHP006969,VEH034,1346.59,12,112.22,300.75,0.223,2025-01-07 03:00,On Time,50,No,Poor
SHP006970,VEH018,596.8,12,49.73,133.28,0.223,2025-04-15 00:40,On Time,70,Yes,Average
SHP006971,VEH036,1659.96,8,207.5,556.1,0.335,2025-05-31 09:00,In Transit,50,No,Poor
SHP006972,VEH023,940.26,12,78.36,210.0,0.223,2025-03-05 03:00,On Time,50,No,Poor
SHP006973,VEH008,1044.35,8,130.54,349.85,0.335,2025-11-08 03:36,On Time,50,No,Poor
SHP006974,VEH018,765.18,12,63.76,170.88,0.223,2025-11-30 00:40,On Time,70,Yes,Average
SHP006975,VEH003,764.16,8,95.52,255.99,0.335,2025-07-28 09:00,In Transit,50,No,Poor
SHP006976,VEH036,1670.6,8,208.82,559.64,0.335,2025-02-20 00:48,On Time,50,No,Poor
SHP006977,VEH034,1735.74,12,144.65,387.66,0.223,2025-03-09 01:00,Long Distance,50,No,Poor
SHP006978,VEH008,624.39,8,78.05,209.17,0.335,2025-07-30 03:36,On Time,50,No,Poor
SHP006979,VEH036,1818.62,8,227.33,609.24,0.335,2025-12-07 03:36,On Time,50,No,Poor
SHP006980,VEH018,2675.88,12,222.99,597.61,0.223,2025-12-04 00:40,On Time,50,No,Poor
SHP006981,VEH034,1607.55,12,133.96,359.01,0.223,2025-08-26 00:40,On Time,50,No,Poor
SHP006982,VEH008,2.53,8,0.32,0.86,0.34,2025-04-06 09:00,In Transit,100,Yes,Excellent
SHP006983,VEH018,1010.75,12,84.23,225.74,0.223,2025-09-23 01:00,Long Distance,50,No,Poor
SHP006984,VEH034,1894.39,12,157.87,423.09,0.223,2025-12-26 00:40,On Time,50,No,Poor
SHP006985,VEH034,1821.03,12,151.75,406.69,0.223,2025-07-25 00:40,On Time,50,No,Poor
SHP006986,VEH029,1669.13,12,139.09,372.76,0.223,2025-04-06 03:00,On Time,50,No,Poor
SHP006987,VEH034,1685.32,12,140.44,376.38,0.223,2025-10-03 03:00,On Time,50,No,Poor
SHP006988,VEH014,1563.7,12,130.31,349.23,0.223,2025-10-25 07:30,In Transit,50,No,Poor
SHP006989,VEH014,674.67,12,56.22,150.67,0.223,2025-10-04 01:00,Long Distance,70,Yes,Average
SHP006990,VEH036,1711.25,8,213.91,573.28,0.335,2025-11-15 03:36,On Time,50,No,Poor
SHP006991,VEH003,1145.33,8,143.17,383.7,0.335,2025-08-12 09:00,In Transit,50,No,Poor
SHP006992,VEH014,1109.16,12,92.43,247.71,0.223,2025-06-01 00:40,On Time,50,No,Poor
SHP006993,VEH014,414.07,12,34.51,92.49,0.223,2025-07-11 03:00,On Time,85,Yes,Good
SHP006994,VEH029,428.32,12,35.69,95.65,0.223,2025-02-07 07:30,In Transit,85,Yes,Good
SHP006995,VEH029,176.37,12,14.7,39.4,0.223,2025-02-27 00:40,On Time,100,Yes,Excellent
SHP006996,VEH008,1251.67,8,156.46,419.31,0.335,2025-10-27 09:00,In Transit,50,No,Poor
SHP006997,VEH003,618.1,8,77.26,207.06,0.335,2025-10-30 09:00,In Transit,50,No,Poor
SHP006998,VEH008,660.84,8,82.6,221.37,0.335,2025-10-01 18:00,Long Distance,50,No,Poor
SHP006999,VEH029,241.09,12,20.09,53.84,0.223,2025-02-28 03:00,On Time,100,Yes,Excellent
SHP007000,VEH034,1688.98,12,140.75,377.21,0.223,2025-01-31 00:40,On Time,50,No,Poor
SHP007001,VEH029,197.7,12,16.47,44.14,0.223,2025-11-05 15:00,Long Distance,100,Yes,Excellent
SHP007002,VEH023,1636.91,12,136.41,365.58,0.223,2025-12-29 07:30,In Transit,50,No,Poor
SHP007003,VEH018,1743.74,12,145.31,389.43,0.223,2025-08-19 07:30,In Transit,50,No,Poor
SHP007004,VEH029,638.83,12,53.24,142.68,0.223,2025-01-26 03:00,On Time,70,Yes,Average
SHP007005,VEH034,1141.36,12,95.11,254.89,0.223,2025-03-15 03:00,On Time,50,No,Poor
SHP007006,VEH018,124.67,12,10.39,27.85,0.223,2025-02-24 03:00,On Time,100,Yes,Excellent
SHP007007,VEH003,441.05,8,55.13,147.75,0.335,2025-02-03 18:00,Long Distance,70,Yes,Average
SHP007008,VEH034,2569.24,12,214.1,573.79,0.223,2025-11-19 07:30,In Transit,50,No,Poor
SHP007009,VEH014,948.28,12,79.02,211.77,0.223,2025-10-21 00:40,On Time,50,No,Poor
SHP007010,VEH036,1931.31,8,241.41,646.98,0.335,2025-11-05 03:36,On Time,50,No,Poor
SHP007011,VEH008,1859.5,8,232.44,622.94,0.335,2025-04-27 03:36,On Time,50,No,Poor
SHP007012,VEH003,1274.69,8,159.34,427.03,0.335,2025-03-05 06:00,Long Distance,50,No,Poor
SHP007013,VEH008,175.81,8,21.98,58.91,0.335,2025-03-29 09:00,In Transit,100,Yes,Excellent
SHP007014,VEH014,1097.0,12,91.42,245.01,0.223,2025-04-12 00:40,On Time,50,No,Poor
SHP007015,VEH014,1357.97,12,113.16,303.27,0.223,2025-07-17 03:00,On Time,50,No,Poor
SHP007016,VEH023,673.34,12,56.11,150.37,0.223,2025-05-14 15:00,Long Distance,70,Yes,Average
SHP007017,VEH023,1810.96,12,150.91,404.44,0.223,2025-05-04 03:00,On Time,50,No,Poor
SHP007018,VEH008,1003.47,8,125.43,336.15,0.335,2025-01-14 18:00,Long Distance,50,No,Poor
SHP007019,VEH036,1612.94,8,201.62,540.34,0.335,2025-12-22 03:36,On Time,50,No,Poor
SHP007020,VEH029,1760.07,12,146.67,393.08,0.223,2025-07-21 07:30,In Transit,50,No,Poor
SHP007021,VEH023,2182.77,12,181.9,487.49,0.223,2025-12-15 07:30,In Transit,50,No,Poor
SHP007022,VEH003,1070.56,8,133.82,358.64,0.335,2025-10-06 03:36,On Time,50,No,Poor
SHP007023,VEH018,1421.5,12,118.46,317.47,0.223,2025-05-12 00:40,On Time,50,No,Poor
SHP007024,VEH018,1197.89,12,99.82,267.52,0.223,2025-02-04 03:00,On Time,50,No,Poor
SHP007025,VEH029,808.05,12,67.34,180.47,0.223,2025-10-11 07:30,In Transit,50,No,Poor
SHP007026,VEH008,614.37,8,76.8,205.82,0.335,2025-09-22 03:36,On Time,50,No,Poor
SHP007027,VEH014,1448.64,12,120.72,323.53,0.223,2025-09-18 15:00,Long Distance,50,No,Poor
SHP007028,VEH014,1800.07,12,150.01,402.03,0.223,2025-04-29 03:00,On Time,50,No,Poor
SHP007029,VEH014,1854.13,12,154.51,414.09,0.223,2025-08-08 03:00,On Time,50,No,Poor
SHP007030,VEH008,1122.14,8,140.27,375.92,0.335,2025-04-22 18:00,Long Distance,50,No,Poor
SHP007031,VEH014,1065.03,12,88.75,237.85,0.223,2025-06-12 00:40,On Time,50,No,Poor
SHP007032,VEH003,1173.17,8,146.65,393.02,0.335,2025-08-24 03:36,On Time,50,No,Poor
SHP007033,VEH014,956.47,12,79.71,213.62,0.223,2025-01-03 00:40,On Time,50,No,Poor
SHP007034,VEH023,519.48,12,43.29,116.02,0.223,2025-03-24 00:40,On Time,70,Yes,Average
SHP007035,VEH003,1249.5,8,156.19,418.59,0.335,2025-04-22 09:00,In Transit,50,No,Poor
SHP007036,VEH018,377.12,12,31.43,84.23,0.223,2025-05-05 00:40,On Time,85,Yes,Good
SHP007037,VEH014,851.43,12,70.95,190.15,0.223,2025-06-24 00:40,On Time,50,No,Poor
SHP007038,VEH008,1159.74,8,144.97,388.52,0.335,2025-06-08 00:48,On Time,50,No,Poor
SHP007039,VEH003,582.41,8,72.8,195.1,0.335,2025-01-17 00:48,On Time,50,No,Poor
SHP007040,VEH008,867.16,8,108.4,290.51,0.335,2025-07-26 00:48,On Time,50,No,Poor
SHP007041,VEH034,991.06,12,82.59,221.34,0.223,2025-01-29 01:00,Long Distance,50,No,Poor
SHP007042,VEH018,716.01,12,59.67,159.92,0.223,2025-11-07 00:40,On Time,70,Yes,Average
SHP007043,VEH014,1431.34,12,119.28,319.67,0.223,2025-08-17 00:40,On Time,50,No,Poor
SHP007044,VEH003,1247.89,8,155.99,418.05,0.335,2025-10-31 09:00,In Transit,50,No,Poor
SHP007045,VEH003,1048.99,8,131.12,351.4,0.335,2025-12-11 06:00,Long Distance,50,No,Poor
SHP007046,VEH008,2120.72,8,265.09,710.44,0.335,2025-10-15 03:36,On Time,50,No,Poor
SHP007047,VEH003,1343.52,8,167.94,450.08,0.335,2025-06-23 03:36,On Time,50,No,Poor
SHP007048,VEH029,891.03,12,74.25,198.99,0.223,2025-01-22 03:00,On Time,50,No,Poor
SHP007049,VEH003,1754.91,8,219.36,587.88,0.335,2025-11-24 03:36,On Time,50,No,Poor
SHP007050,VEH023,1826.54,12,152.21,407.92,0.223,2025-12-04 07:30,In Transit,50,No,Poor
SHP007051,VEH018,1086.35,12,90.53,242.62,0.223,2025-04-19 03:00,On Time,50,No,Poor
SHP007052,VEH034,604.02,12,50.34,134.91,0.223,2025-08-28 07:30,In Transit,70,Yes,Average
SHP007053,VEH014,1433.29,12,119.44,320.1,0.223,2025-04-27 07:30,In Transit,50,No,Poor
SHP007054,VEH036,1696.78,8,212.1,568.43,0.335,2025-02-12 09:00,In Transit,50,No,Poor
SHP007055,VEH014,1486.46,12,123.87,331.97,0.223,2025-03-14 03:00,On Time,50,No,Poor
SHP007056,VEH008,1326.76,8,165.84,444.45,0.335,2025-01-17 00:48,On Time,50,No,Poor
SHP007057,VEH008,854.31,8,106.79,286.2,0.335,2025-04-06 03:36,On Time,50,No,Poor
SHP007058,VEH008,734.86,8,91.86,246.18,0.335,2025-08-11 03:36,On Time,50,No,Poor
SHP007059,VEH018,272.85,12,22.74,60.94,0.223,2025-12-10 03:00,On Time,85,Yes,Good
SHP007060,VEH018,806.63,12,67.22,180.15,0.223,2025-09-26 03:00,On Time,50,No,Poor
SHP007061,VEH014,1985.83,12,165.49,443.51,0.223,2025-04-10 15:00,Long Distance,50,No,Poor
SHP007062,VEH036,1722.93,8,215.37,577.19,0.335,2025-06-28 03:36,On Time,50,No,Poor
SHP007063,VEH018,486.64,12,40.55,108.67,0.223,2025-11-21 07:30,In Transit,70,Yes,Average
SHP007064,VEH003,140.29,8,17.54,47.01,0.335,2025-10-29 09:00,In Transit,100,Yes,Excellent
SHP007065,VEH014,270.76,12,22.56,60.46,0.223,2025-09-03 03:00,On Time,85,Yes,Good
SHP007066,VEH008,212.81,8,26.6,71.29,0.335,2025-06-12 00:48,On Time,85,Yes,Good
SHP007067,VEH029,831.07,12,69.26,185.62,0.223,2025-12-25 00:40,On Time,50,No,Poor
SHP007068,VEH034,441.41,12,36.78,98.57,0.223,2025-08-31 07:30,In Transit,85,Yes,Good
SHP007069,VEH014,2174.68,12,181.22,485.67,0.223,2025-08-22 15:00,Long Distance,50,No,Poor
SHP007070,VEH018,620.98,12,51.75,138.69,0.223,2025-07-18 03:00,On Time,70,Yes,Average
SHP007071,VEH008,1147.66,8,143.46,384.47,0.335,2025-09-03 18:00,Long Distance,50,No,Poor
SHP007072,VEH008,628.05,8,78.51,210.41,0.335,2025-08-08 03:36,On Time,50,No,Poor
SHP007073,VEH029,1340.97,12,111.75,299.49,0.223,2025-08-08 00:40,On Time,50,No,Poor
SHP007074,VEH014,674.67,12,56.22,150.67,0.223,2025-03-03 01:00,Long Distance,70,Yes,Average
SHP007075,VEH036,1726.2,8,215.78,578.29,0.335,2025-03-25 03:36,On Time,50,No,Poor
SHP007076,VEH023,1869.56,12,155.8,417.54,0.223,2025-08-09 01:00,Long Distance,50,No,Poor
SHP007077,VEH003,1378.3,8,172.29,461.74,0.335,2025-08-11 00:48,On Time,50,No,Poor
SHP007078,VEH029,378.05,12,31.5,84.42,0.223,2025-11-04 07:30,In Transit,85,Yes,Good
SHP007079,VEH014,971.37,12,80.95,216.95,0.223,2025-02-01 07:30,In Transit,50,No,Poor
SHP007080,VEH023,1163.5,12,96.96,259.85,0.223,2025-11-13 03:00,On Time,50,No,Poor
SHP007081,VEH014,492.32,12,41.03,109.96,0.223,2025-03-06 15:00,Long Distance,70,Yes,Average
SHP007082,VEH008,977.19,8,122.15,327.36,0.335,2025-08-14 18:00,Long Distance,50,No,Poor
SHP007083,VEH036,1693.43,8,211.68,567.3,0.335,2025-04-22 18:00,Long Distance,50,No,Poor
SHP007084,VEH008,780.31,8,97.54,261.41,0.335,2025-09-29 09:00,In Transit,50,No,Poor
SHP007085,VEH003,195.48,8,24.44,65.5,0.335,2025-02-16 03:36,On Time,85,Yes,Good
SHP007086,VEH008,99.5,8,12.44,33.34,0.335,2025-01-31 09:00,In Transit,100,Yes,Excellent
SHP007087,VEH023,1792.97,12,149.41,400.42,0.223,2025-07-25 00:40,On Time,50,No,Poor
SHP007088,VEH034,2069.81,12,172.48,462.25,0.223,2025-12-16 07:30,In Transit,50,No,Poor
SHP007089,VEH036,437.93,8,54.74,146.7,0.335,2025-05-03 09:00,In Transit,70,Yes,Average
SHP007090,VEH029,563.19,12,46.93,125.77,0.223,2025-08-30 07:30,In Transit,70,Yes,Average
SHP007091,VEH014,876.51,12,73.04,195.75,0.223,2025-07-15 07:30,In Transit,50,No,Poor
SHP007092,VEH018,979.81,12,81.65,218.82,0.223,2025-02-02 15:00,Long Distance,50,No,Poor
SHP007093,VEH036,1456.3,8,182.04,487.87,0.335,2025-11-01 03:36,On Time,50,No,Poor
SHP007094,VEH034,603.73,12,50.31,134.83,0.223,2025-05-14 07:30,In Transit,70,Yes,Average
SHP007095,VEH003,1805.5,8,225.69,604.85,0.335,2025-11-28 18:00,Long Distance,50,No,Poor
SHP007096,VEH029,1220.47,12,101.71,272.58,0.223,2025-04-27 03:00,On Time,50,No,Poor
SHP007097,VEH008,625.19,8,78.15,209.44,0.335,2025-12-09 00:48,On Time,50,No,Poor
SHP007098,VEH008,1002.3,8,125.29,335.78,0.335,2025-12-15 09:00,In Transit,50,No,Poor
SHP007099,VEH034,1516.36,12,126.36,338.64,0.223,2025-07-29 07:30,In Transit,50,No,Poor
SHP007100,VEH003,1475.41,8,184.43,494.27,0.335,2025-12-13 18:00,Long Distance,50,No,Poor
SHP007101,VEH029,1078.18,12,89.85,240.8,0.223,2025-06-25 00:40,On Time,50,No,Poor
SHP007102,VEH036,1590.35,8,198.79,532.76,0.335,2025-09-18 00:48,On Time,50,No,Poor
SHP007103,VEH003,407.0,8,50.88,136.36,0.335,2025-11-11 00:48,On Time,70,Yes,Average
SHP007104,VEH018,1673.6,12,139.47,373.78,0.223,2025-09-10 07:30,In Transit,50,No,Poor
SHP007105,VEH034,468.4,12,39.03,104.6,0.223,2025-02-21 00:40,On Time,70,Yes,Average
SHP007106,VEH014,1164.05,12,97.0,259.96,0.223,2025-10-19 00:40,On Time,50,No,Poor
SHP007107,VEH008,1066.74,8,133.34,357.35,0.335,2025-12-14 18:00,Long Distance,50,No,Poor
SHP007108,VEH034,537.35,12,44.78,120.01,0.223,2025-01-16 00:40,On Time,70,Yes,Average
SHP007109,VEH036,573.91,8,71.74,192.26,0.335,2025-12-18 09:00,In Transit,50,No,Poor
SHP007110,VEH008,826.1,8,103.26,276.74,0.335,2025-11-27 18:00,Long Distance,50,No,Poor
SHP007111,VEH036,1894.95,8,236.87,634.81,0.335,2025-11-15 09:00,In Transit,50,No,Poor
SHP007112,VEH008,276.43,8,34.55,92.59,0.335,2025-01-30 09:00,In Transit,85,Yes,Good
SHP007113,VEH018,591.69,12,49.31,132.15,0.223,2025-01-08 07:30,In Transit,70,Yes,Average
SHP007114,VEH036,1554.17,8,194.27,520.64,0.335,2025-09-24 09:00,In Transit,50,No,Poor
SHP007115,VEH003,1755.93,8,219.49,588.23,0.335,2025-04-20 00:48,On Time,50,No,Poor
SHP007116,VEH029,263.09,12,21.92,58.75,0.223,2025-03-29 03:00,On Time,100,Yes,Excellent
SHP007117,VEH036,1251.64,8,156.46,419.31,0.335,2025-08-22 00:48,On Time,50,No,Poor
SHP007118,VEH014,614.4,12,51.2,137.22,0.223,2025-01-25 07:30,In Transit,70,Yes,Average
SHP007119,VEH008,781.31,8,97.66,261.73,0.335,2025-05-22 06:00,Long Distance,50,No,Poor
SHP007120,VEH014,2308.68,12,192.39,515.61,0.223,2025-12-15 15:00,Long Distance,50,No,Poor
SHP007121,VEH029,1589.24,12,132.44,354.94,0.223,2025-10-02 07:30,In Transit,50,No,Poor
SHP007122,VEH008,902.01,8,112.75,302.17,0.335,2025-08-08 03:36,On Time,50,No,Poor
SHP007123,VEH029,304.97,12,25.41,68.1,0.223,2025-02-09 00:40,On Time,85,Yes,Good
SHP007124,VEH023,1848.36,12,154.03,412.8,0.223,2025-08-18 00:40,On Time,50,No,Poor
SHP007125,VEH034,666.41,12,55.53,148.82,0.223,2025-06-12 00:40,On Time,70,Yes,Average
SHP007126,VEH003,1578.01,8,197.25,528.63,0.335,2025-07-12 09:00,In Transit,50,No,Poor
SHP007127,VEH029,232.62,12,19.39,51.97,0.223,2025-03-24 00:40,On Time,100,Yes,Excellent
SHP007128,VEH034,2023.71,12,168.64,451.96,0.223,2025-10-03 03:00,On Time,50,No,Poor
SHP007129,VEH014,10.79,12,0.9,2.41,0.223,2025-05-02 15:00,Long Distance,100,Yes,Excellent
SHP007130,VEH018,794.01,12,66.17,177.34,0.223,2025-04-13 03:00,On Time,70,Yes,Average
SHP007131,VEH036,22.59,8,2.82,7.56,0.335,2025-09-27 00:48,On Time,100,Yes,Excellent
SHP007132,VEH036,15.4,8,1.92,5.15,0.334,2025-04-26 09:00,In Transit,100,Yes,Excellent
SHP007133,VEH003,1370.57,8,171.32,459.14,0.335,2025-10-17 00:48,On Time,50,No,Poor
SHP007134,VEH029,268.32,12,22.36,59.92,0.223,2025-12-01 15:00,Long Distance,100,Yes,Excellent
SHP007135,VEH023,500.88,12,41.74,111.86,0.223,2025-11-05 07:30,In Transit,70,Yes,Average
SHP007136,VEH003,1197.31,8,149.66,401.09,0.335,2025-11-01 03:36,On Time,50,No,Poor
SHP007137,VEH018,1524.82,12,127.07,340.55,0.223,2025-08-10 07:30,In Transit,50,No,Poor
SHP007138,VEH018,1452.13,12,121.01,324.31,0.223,2025-01-14 15:00,Long Distance,50,No,Poor
SHP007139,VEH029,541.53,12,45.13,120.95,0.223,2025-12-26 03:00,On Time,70,Yes,Average
SHP007140,VEH034,349.46,12,29.12,78.04,0.223,2025-01-07 07:30,In Transit,85,Yes,Good
SHP007141,VEH023,1147.87,12,95.66,256.37,0.223,2025-05-19 01:00,Long Distance,50,No,Poor
SHP007142,VEH034,331.69,12,27.64,74.08,0.223,2025-12-03 01:00,Long Distance,85,Yes,Good
SHP007143,VEH036,1099.99,8,137.5,368.5,0.335,2025-02-25 00:48,On Time,50,No,Poor
SHP007144,VEH023,1638.05,12,136.5,365.82,0.223,2025-09-30 00:40,On Time,50,No,Poor
SHP007145,VEH034,1810.26,12,150.85,404.28,0.223,2025-10-27 00:40,On Time,50,No,Poor
SHP007146,VEH008,881.04,8,110.13,295.15,0.335,2025-06-07 00:48,On Time,50,No,Poor
SHP007147,VEH018,673.11,12,56.09,150.32,0.223,2025-11-08 07:30,In Transit,70,Yes,Average
SHP007148,VEH034,268.85,12,22.4,60.03,0.223,2025-06-26 15:00,Long Distance,85,Yes,Good
SHP007149,VEH023,1116.0,12,93.0,249.24,0.223,2025-04-06 07:30,In Transit,50,No,Poor
SHP007150,VEH023,271.14,12,22.6,60.57,0.223,2025-05-02 15:00,Long Distance,85,Yes,Good
SHP007151,VEH008,12.31,8,1.54,4.13,0.335,2025-12-19 00:48,On Time,100,Yes,Excellent
SHP007152,VEH008,963.79,8,120.47,322.86,0.335,2025-03-16 18:00,Long Distance,50,No,Poor
SHP007153,VEH023,1404.89,12,117.07,313.75,0.223,2025-07-26 07:30,In Transit,50,No,Poor
SHP007154,VEH008,558.34,8,69.79,187.04,0.335,2025-07-16 00:48,On Time,50,No,Poor
SHP007155,VEH014,2053.59,12,171.13,458.63,0.223,2025-07-12 07:30,In Transit,50,No,Poor
SHP007156,VEH036,427.94,8,53.49,143.35,0.335,2025-02-22 09:00,In Transit,70,Yes,Average
SHP007157,VEH036,755.32,8,94.42,253.05,0.335,2025-05-27 03:36,On Time,50,No,Poor
SHP007158,VEH018,1762.23,12,146.85,393.56,0.223,2025-04-24 03:00,On Time,50,No,Poor
SHP007159,VEH003,1572.37,8,196.55,526.75,0.335,2025-05-29 18:00,Long Distance,50,No,Poor
SHP007160,VEH003,631.25,8,78.91,211.48,0.335,2025-06-04 00:48,On Time,50,No,Poor
SHP007161,VEH029,968.36,12,80.7,216.28,0.223,2025-08-07 03:00,On Time,50,No,Poor
SHP007162,VEH018,1190.29,12,99.19,265.83,0.223,2025-06-03 00:40,On Time,50,No,Poor
SHP007163,VEH008,383.89,8,47.99,128.61,0.335,2025-08-04 00:48,On Time,70,Yes,Average
SHP007164,VEH034,892.45,12,74.37,199.31,0.223,2025-11-19 00:40,On Time,50,No,Poor
SHP007165,VEH029,618.09,12,51.51,138.05,0.223,2025-06-02 07:30,In Transit,70,Yes,Average
SHP007166,VEH003,262.88,8,32.86,88.06,0.335,2025-10-01 09:00,In Transit,85,Yes,Good
SHP007167,VEH036,1713.18,8,214.15,573.92,0.335,2025-09-03 18:00,Long Distance,50,No,Poor
SHP007168,VEH018,953.51,12,79.46,212.95,0.223,2025-07-14 00:40,On Time,50,No,Poor
SHP007169,VEH023,291.02,12,24.25,64.99,0.223,2025-09-21 07:30,In Transit,85,Yes,Good
SHP007170,VEH034,2090.91,12,174.24,466.96,0.223,2025-10-13 01:00,Long Distance,50,No,Poor
SHP007171,VEH023,1800.2,12,150.02,402.05,0.223,2025-01-15 00:40,On Time,50,No,Poor
SHP007172,VEH029,1300.51,12,108.38,290.46,0.223,2025-12-17 03:00,On Time,50,No,Poor
SHP007173,VEH014,1633.47,12,136.12,364.8,0.223,2025-04-27 07:30,In Transit,50,No,Poor
SHP007174,VEH023,1489.19,12,124.1,332.59,0.223,2025-04-05 15:00,Long Distance,50,No,Poor
SHP007175,VEH036,1124.48,8,140.56,376.7,0.335,2025-03-01 03:36,On Time,50,No,Poor
