assignment_id,shipment_id,vehicle_id,driver_id,assignment_time,assignment_status
ASN008384,SHP008384,VEH024,DRV024,2025-01-05 16:55:48,Assigned
ASN008385,SHP008385,VEH025,DRV025,2025-04-29 16:10:15,Assigned
ASN008386,SHP008386,VEH026,DRV026,2025-11-24 15:33:18,Assigned
ASN008387,SHP008387,VEH027,DRV027,2025-06-27 13:49:04,Assigned
ASN008388,SHP008388,VEH028,DRV028,2025-08-21 12:38:01,Assigned
ASN008389,SHP008389,VEH029,DRV029,2025-01-30 12:04:35,Assigned
ASN008390,SHP008390,VEH030,DRV030,2025-09-30 07:45:57,Assigned
ASN008391,SHP008391,VEH031,DRV031,2025-04-22 18:09:49,Assigned
ASN008392,SHP008392,VEH032,DRV032,2025-11-24 16:02:23,Assigned
ASN008393,SHP008393,VEH033,DRV033,2025-06-26 10:25:17,Assigned
ASN008394,SHP008394,VEH034,DRV034,2025-03-27 13:41:51,Assigned
ASN008395,SHP008395,VEH035,DRV035,2025-06-20 20:21:19,Assigned
ASN008396,SHP008396,VEH036,DRV036,2025-09-25 19:34:38,Assigned
ASN008397,SHP008397,VEH037,DRV037,2025-10-24 11:58:19,Assigned
ASN008398,SHP008398,VEH038,DRV038,2025-05-31 19:30:32,Assigned
ASN008399,SHP008399,VEH039,DRV039,2025-10-15 13:24:48,Assigned
ASN008400,SHP008400,VEH040,DRV040,2025-08-04 19:53:44,Assigned
ASN008401,SHP008401,VEH001,DRV001,2025-05-01 15:44:35,Assigned
ASN008402,SHP008402,VEH002,DRV002,2025-11-08 20:43:38,Assigned
ASN008403,SHP008403,VEH003,DRV003,2025-12-10 15:42:50,Assigned
ASN008404,SHP008404,VEH004,DRV004,2025-09-13 15:08:30,Assigned
ASN008405,SHP008405,VEH005,DRV005,2025-04-03 11:05:44,Assigned
ASN008406,SHP008406,VEH006,DRV006,2025-05-26 13:21:34,Assigned
ASN008407,SHP008407,VEH007,DRV007,2025-10-02 14:39:40,Assigned
ASN008408,SHP008408,VEH008,DRV008,2025-01-06 07:16:40,Assigned
ASN008409,SHP008409,VEH009,DRV009,2025-12-13 10:59:17,Assigned
ASN008410,SHP008410,VEH010,DRV010,2025-11-02 19:18:38,Assigned
ASN008411,SHP008411,VEH011,DRV011,2025-05-22 14:14:20,Assigned
ASN008412,SHP008412,VEH012,DRV012,2025-11-22 20:57:20,Assigned
ASN008413,SHP008413,VEH013,DRV013,2025-02-02 20:15:36,Assigned
ASN008414,SHP008414,VEH014,DRV014,2025-04-26 09:22:19,Assigned
ASN008415,SHP008415,VEH015,DRV015,2025-12-22 09:52:21,Assigned
ASN008416,SHP008416,VEH016,DRV016,2025-09-14 14:43:26,Assigned
ASN008417,SHP008417,VEH017,DRV017,2025-10-06 10:16:38,Assigned
ASN008418,SHP008418,VEH018,DRV018,2025-10-10 12:42:42,Assigned
ASN008419,SHP008419,VEH019,DRV019,2025-02-08 09:49:39,Assigned
ASN008420,SHP008420,VEH020,DRV020,2025-03-02 20:50:08,Assigned
ASN008421,SHP008421,VEH021,DRV021,2025-05-26 18:49:44,Assigned
ASN008422,SHP008422,VEH022,DRV022,2025-01-12 10:12:43,Assigned
ASN008423,SHP008423,VEH023,DRV023,2025-09-11 16:23:45,Assigned
ASN008424,SHP008424,VEH024,DRV024,2025-06-13 14:35:20,Assigned
ASN008425,SHP008425,VEH025,DRV025,2025-12-05 09:51:29,Assigned
ASN008426,SHP008426,VEH026,DRV026,2025-10-27 15:33:11,Assigned
ASN008427,SHP008427,VEH027,DRV027,2025-06-26 07:46:46,Assigned
ASN008428,SHP008428,VEH028,DRV028,2025-07-11 20:18:40,Assigned
ASN008429,SHP008429,VEH029,DRV029,2025-11-30 09:13:38,Assigned
ASN008430,SHP008430,VEH030,DRV030,2025-03-12 18:40:53,Assigned
ASN008431,SHP008431,VEH031,DRV031,2025-08-15 11:11:56,Assigned
ASN008432,SHP008432,VEH032,DRV032,2025-05-29 16:51:31,Assigned
ASN008433,SHP008433,VEH033,DRV033,2025-03-26 11:15:25,Assigned
ASN008434,SHP008434,VEH034,DRV034,2025-12-08 13:45:17,Assigned
ASN008435,SHP008435,VEH035,DRV035,2025-12-09 20:36:29,Assigned
ASN008436,SHP008436,VEH036,DRV036,2025-02-08 14:21:09,Assigned
ASN008437,SHP008437,VEH037,DRV037,2025-02-05 10:38:04,Assigned
ASN008438,SHP008438,VEH038,DRV038,2025-02-19 10:07:24,Assigned
ASN008439,SHP008439,VEH039,DRV039,2025-12-31 19:35:25,Assigned
ASN008440,SHP008440,VEH040,DRV040,2025-04-17 06:04:12,Assigned
ASN008441,SHP008441,VEH001,DRV001,2025-11-21 18:59:16,Assigned
ASN008442,SHP008442,VEH002,DRV002,2025-05-16 20:31:29,Assigned
ASN008443,SHP008443,VEH003,DRV003,2025-10-08 20:35:37,Assigned
ASN008444,SHP008444,VEH004,DRV004,2025-07-05 19:17:32,Assigned
ASN008445,SHP008445,VEH005,DRV005,2025-03-28 15:26:12,Assigned
ASN008446,SHP008446,VEH006,DRV006,2025-12-26 10:03:27,Assigned
ASN008447,SHP008447,VEH007,DRV007,2025-08-13 16:31:38,Assigned
ASN008448,SHP008448,VEH008,DRV008,2025-10-22 07:30:27,Assigned
ASN008449,SHP008449,VEH009,DRV009,2025-10-12 12:20:07,Assigned
ASN008450,SHP008450,VEH010,DRV010,2025-07-03 08:11:07,Assigned
ASN008451,SHP008451,VEH011,DRV011,2025-10-18 11:48:51,Assigned
ASN008452,SHP008452,VEH012,DRV012,2025-09-03 06:02:54,Assigned
ASN008453,SHP008453,VEH013,DRV013,2025-12-02 07:17:06,Assigned
ASN008454,SHP008454,VEH014,DRV014,2025-07-28 14:34:17,Assigned
ASN008455,SHP008455,VEH015,DRV015,2025-11-03 08:50:06,Assigned
ASN008456,SHP008456,VEH016,DRV016,2025-05-01 20:47:43,Assigned
ASN008457,SHP008457,VEH017,DRV017,2025-09-02 12:13:02,Assigned
ASN008458,SHP008458,VEH018,DRV018,2025-12-21 20:42:36,Assigned
ASN008459,SHP008459,VEH019,DRV019,2025-08-01 06:00:07,Assigned
ASN008460,SHP008460,VEH020,DRV020,2025-05-30 11:39:46,Assigned
ASN008461,SHP008461,VEH021,DRV021,2025-01-15 10:18:27,Assigned
ASN008462,SHP008462,VEH022,DRV022,2025-09-17 09:14:14,Assigned
ASN008463,SHP008463,VEH023,DRV023,2025-05-29 15:38:36,Assigned
ASN008464,SHP008464,VEH024,DRV024,2025-03-26 18:17:59,Assigned
ASN008465,SHP008465,VEH025,DRV025,2025-10-12 14:22:53,Assigned
ASN008466,SHP008466,VEH026,DRV026,2025-02-06 09:09:01,Assigned
ASN008467,SHP008467,VEH027,DRV027,2025-06-05 14:37:20,Assigned
ASN008468,SHP008468,VEH028,DRV028,2025-10-22 18:14:10,Assigned
ASN008469,SHP008469,VEH029,DRV029,2025-11-01 18:52:24,Assigned
ASN008470,SHP008470,VEH030,DRV030,2025-12-12 09:34:39,Assigned
ASN008471,SHP008471,VEH031,DRV031,2025-10-16 06:10:05,Assigned
ASN008472,SHP008472,VEH032,DRV032,2025-08-16 15:47:39,Assigned
ASN008473,SHP008473,VEH033,DRV033,2025-07-26 10:51:31,Assigned
ASN008474,SHP008474,VEH034,DRV034,2025-12-25 07:06:15,Assigned
ASN008475,SHP008475,VEH035,DRV035,2025-12-03 19:26:14,Assigned
ASN008476,SHP008476,VEH036,DRV036,2025-02-18 09:29:39,Assigned
ASN008477,SHP008477,VEH037,DRV037,2025-05-29 08:57:11,Assigned
ASN008478,SHP008478,VEH038,DRV038,2025-05-05 20:14:17,Assigned
ASN008479,SHP008479,VEH039,DRV039,2025-05-10 07:00:15,Assigned
ASN008480,SHP008480,VEH040,DRV040,2025-08-11 16:19:27,Assigned
ASN008481,SHP008481,VEH001,DRV001,2025-09-25 15:55:38,Assigned
ASN008482,SHP008482,VEH002,DRV002,2025-01-31 19:24:28,Assigned
ASN008483,SHP008483,VEH003,DRV003,2025-12-27 09:14:06,Assigned
ASN008484,SHP008484,VEH004,DRV004,2025-03-21 19:05:26,Assigned
ASN008485,SHP008485,VEH005,DRV005,2025-03-04 17:28:28,Assigned
ASN008486,SHP008486,VEH006,DRV006,2025-09-12 08:47:56,Assigned
ASN008487,SHP008487,VEH007,DRV007,2025-02-18 12:54:39,Assigned
ASN008488,SHP008488,VEH008,DRV008,2025-06-12 18:24:01,Assigned
ASN008489,SHP008489,VEH009,DRV009,2025-04-08 14:48:17,Assigned
ASN008490,SHP008490,VEH010,DRV010,2025-04-16 09:56:43,Assigned
ASN008491,SHP008491,VEH011,DRV011,2025-01-13 13:27:50,Assigned
ASN008492,SHP008492,VEH012,DRV012,2025-05-24 20:33:21,Assigned
ASN008493,SHP008493,VEH013,DRV013,2025-12-18 11:01:31,Assigned
ASN008494,SHP008494,VEH014,DRV014,2025-05-08 14:39:24,Assigned
ASN008495,SHP008495,VEH015,DRV015,2025-01-17 19:28:38,Assigned
ASN008496,SHP008496,VEH016,DRV016,2025-06-12 09:23:09,Assigned
ASN008497,SHP008497,VEH017,DRV017,2025-09-12 17:04:38,Assigned
ASN008498,SHP008498,VEH018,DRV018,2025-10-14 19:44:43,Assigned
ASN008499,SHP008499,VEH019,DRV019,2025-04-22 12:10:50,Assigned
ASN008500,SHP008500,VEH020,DRV020,2025-07-27 12:13:13,Assigned
ASN008501,SHP008501,VEH021,DRV021,2025-05-28 11:22:25,Assigned
ASN008502,SHP008502,VEH022,DRV022,2025-10-11 10:15:45,Assigned
ASN008503,SHP008503,VEH023,DRV023,2025-05-07 10:57:14,Assigned
ASN008504,SHP008504,VEH024,DRV024,2025-01-03 12:38:56,Assigned
ASN008505,SHP008505,VEH025,DRV025,2025-09-27 13:01:43,Assigned
ASN008506,SHP008506,VEH026,DRV026,2025-12-20 20:36:15,Assigned
ASN008507,SHP008507,VEH027,DRV027,2025-07-04 16:44:04,Assigned
ASN008508,SHP008508,VEH028,DRV028,2025-03-02 13:45:51,Assigned
ASN008509,SHP008509,VEH029,DRV029,2025-06-09 06:24:36,Assigned
ASN008510,SHP008510,VEH030,DRV030,2025-09-13 11:23:24,Assigned
ASN008511,SHP008511,VEH031,DRV031,2026-01-01 06:31:27,Assigned
ASN008512,SHP008512,VEH032,DRV032,2025-11-22 17:28:58,Assigned
ASN008513,SHP008513,VEH033,DRV033,2025-01-11 12:05:27,Assigned
ASN008514,SHP008514,VEH034,DRV034,2025-08-01 10:22:14,Assigned
ASN008515,SHP008515,VEH035,DRV035,2025-06-11 10:23:58,Assigned
ASN008516,SHP008516,VEH036,DRV036,2025-08-09 10:30:10,Assigned
ASN008517,SHP008517,VEH037,DRV037,2025-07-21 08:14:54,Assigned
ASN008518,SHP008518,VEH038,DRV038,2025-01-21 15:41:33,Assigned
ASN008519,SHP008519,VEH039,DRV039,2025-06-20 15:33:51,Assigned
ASN008520,SHP008520,VEH040,DRV040,2025-09-04 09:54:02,Assigned
ASN008521,SHP008521,VEH001,DRV001,2025-07-04 12:23:03,Assigned
ASN008522,SHP008522,VEH002,DRV002,2025-02-23 18:14:05,Assigned
ASN008523,SHP008523,VEH003,DRV003,2025-02-10 17:58:10,Assigned
ASN008524,SHP008524,VEH004,DRV004,2025-03-01 07:39:44,Assigned
ASN008525,SHP008525,VEH005,DRV005,2025-12-28 14:03:16,Assigned
ASN008526,SHP008526,VEH006,DRV006,2025-10-04 07:33:59,Assigned
ASN008527,SHP008527,VEH007,DRV007,2025-07-17 10:28:09,Assigned
ASN008528,SHP008528,VEH008,DRV008,2025-02-16 10:09:54,Assigned
ASN008529,SHP008529,VEH009,DRV009,2025-01-14 12:17:55,Assigned
ASN008530,SHP008530,VEH010,DRV010,2025-07-16 20:11:14,Assigned
ASN008531,SHP008531,VEH011,DRV011,2025-07-23 12:19:10,Assigned
ASN008532,SHP008532,VEH012,DRV012,2025-05-12 14:04:14,Assigned
ASN008533,SHP008533,VEH013,DRV013,2025-05-18 19:05:39,Assigned
ASN008534,SHP008534,VEH014,DRV014,2025-12-15 06:36:41,Assigned
ASN008535,SHP008535,VEH015,DRV015,2025-05-26 18:50:55,Assigned
ASN008536,SHP008536,VEH016,DRV016,2025-07-31 19:47:11,Assigned
ASN008537,SHP008537,VEH017,DRV017,2025-01-05 10:35:30,Assigned
ASN008538,SHP008538,VEH018,DRV018,2025-11-28 12:57:10,Assigned
ASN008539,SHP008539,VEH019,DRV019,2025-04-24 09:01:51,Assigned
ASN008540,SHP008540,VEH020,DRV020,2025-05-17 09:38:45,Assigned
ASN008541,SHP008541,VEH021,DRV021,2025-11-30 07:04:49,Assigned
ASN008542,SHP008542,VEH022,DRV022,2025-04-17 07:17:52,Assigned
ASN008543,SHP008543,VEH023,DRV023,2025-07-08 18:11:34,Assigned
ASN008544,SHP008544,VEH024,DRV024,2025-12-16 07:49:29,Assigned
ASN008545,SHP008545,VEH025,DRV025,2025-04-11 14:48:23,Assigned
ASN008546,SHP008546,VEH026,DRV026,2025-10-23 17:11:09,Assigned
ASN008547,SHP008547,VEH027,DRV027,2025-01-18 14:59:11,Assigned
ASN008548,SHP008548,VEH028,DRV028,2025-07-30 09:50:00,Assigned
ASN008549,SHP008549,VEH029,DRV029,2025-05-23 11:54:10,Assigned
ASN008550,SHP008550,VEH030,DRV030,2025-05-22 18:17:32,Assigned
ASN008551,SHP008551,VEH031,DRV031,2025-08-26 19:01:32,Assigned
ASN008552,SHP008552,VEH032,DRV032,2025-03-30 14:57:03,Assigned
ASN008553,SHP008553,VEH033,DRV033,2025-12-07 12:08:10,Assigned
ASN008554,SHP008554,VEH034,DRV034,2025-06-06 06:30:09,Assigned
ASN008555,SHP008555,VEH035,DRV035,2025-05-27 19:08:15,Assigned
ASN008556,SHP008556,VEH036,DRV036,2025-10-24 19:38:53,Assigned
ASN008557,SHP008557,VEH037,DRV037,2025-12-23 11:36:50,Assigned
ASN008558,SHP008558,VEH038,DRV038,2025-08-12 10:29:15,Assigned
ASN008559,SHP008559,VEH039,DRV039,2025-09-14 13:11:45,Assigned
ASN008560,SHP008560,VEH040,DRV040,2025-02-04 07:45:15,Assigned
ASN008561,SHP008561,VEH001,DRV001,2025-06-06 08:40:38,Assigned
ASN008562,SHP008562,VEH002,DRV002,2025-12-24 18:02:04,Assigned
ASN008563,SHP008563,VEH003,DRV003,2025-06-10 12:08:00,Assigned
ASN008564,SHP008564,VEH004,DRV004,2025-10-12 10:29:33,Assigned
ASN008565,SHP008565,VEH005,DRV005,2025-09-23 18:31:43,Assigned
ASN008566,SHP008566,VEH006,DRV006,2025-12-20 18:25:35,Assigned
ASN008567,SHP008567,VEH007,DRV007,2025-08-18 14:46:25,Assigned
ASN008568,SHP008568,VEH008,DRV008,2025-03-08 20:33:29,Assigned
ASN008569,SHP008569,VEH009,DRV009,2025-11-23 16:33:22,Assigned
ASN008570,SHP008570,VEH010,DRV010,2025-02-10 18:38:36,Assigned
ASN008571,SHP008571,VEH011,DRV011,2025-06-05 17:53:47,Assigned
ASN008572,SHP008572,VEH012,DRV012,2025-03-30 12:48:16,Assigned
ASN008573,SHP008573,VEH013,DRV013,2025-06-10 14:59:26,Assigned
ASN008574,SHP008574,VEH014,DRV014,2025-04-15 08:32:54,Assigned
ASN008575,SHP008575,VEH015,DRV015,2025-12-13 13:08:51,Assigned
ASN008576,SHP008576,VEH016,DRV016,2025-07-27 06:13:04,Assigned
ASN008577,SHP008577,VEH017,DRV017,2025-03-07 15:23:53,Assigned
ASN008578,SHP008578,VEH018,DRV018,2025-08-03 10:07:38,Assigned
ASN008579,SHP008579,VEH019,DRV019,2025-08-23 20:26:24,Assigned
ASN008580,SHP008580,VEH020,DRV020,2025-06-24 12:19:23,Assigned
ASN008581,SHP008581,VEH021,DRV021,2025-02-04 06:20:31,Assigned
ASN008582,SHP008582,VEH022,DRV022,2025-09-25 09:48:01,Assigned
ASN008583,SHP008583,VEH023,DRV023,2025-09-09 09:27:49,Assigned
ASN008584,SHP008584,VEH024,DRV024,2025-08-02 16:48:09,Assigned
ASN008585,SHP008585,VEH025,DRV025,2025-05-14 13:55:37,Assigned
ASN008586,SHP008586,VEH026,DRV026,2025-02-24 18:48:47,Assigned
ASN008587,SHP008587,VEH027,DRV027,2025-10-25 08:41:50,Assigned
ASN008588,SHP008588,VEH028,DRV028,2025-06-04 10:25:15,Assigned
ASN008589,SHP008589,VEH029,DRV029,2025-10-09 08:01:57,Assigned
ASN008590,SHP008590,VEH030,DRV030,2025-04-06 09:57:28,Assigned
ASN008591,SHP008591,VEH031,DRV031,2025-06-01 10:31:25,Assigned
ASN008592,SHP008592,VEH032,DRV032,2025-08-24 13:45:29,Assigned
ASN008593,SHP008593,VEH033,DRV033,2025-10-14 11:56:13,Assigned
ASN008594,SHP008594,VEH034,DRV034,2025-05-07 13:08:26,Assigned
ASN008595,SHP008595,VEH035,DRV035,2025-02-14 06:15:09,Assigned
ASN008596,SHP008596,VEH036,DRV036,2025-10-11 20:40:59,Assigned
ASN008597,SHP008597,VEH037,DRV037,2025-09-06 07:18:23,Assigned
ASN008598,SHP008598,VEH038,DRV038,2025-07-29 06:22:29,Assigned
ASN008599,SHP008599,VEH039,DRV039,2025-03-18 20:24:56,Assigned
ASN008600,SHP008600,VEH040,DRV040,2025-04-16 16:55:27,Assigned
ASN008601,SHP008601,VEH001,DRV001,2025-08-26 07:38:18,Assigned
ASN008602,SHP008602,VEH002,DRV002,2025-12-11 11:52:32,Assigned
ASN008603,SHP008603,VEH003,DRV003,2025-01-03 14:30:02,Assigned
ASN008604,SHP008604,VEH004,DRV004,2025-09-01 20:55:54,Assigned
ASN008605,SHP008605,VEH005,DRV005,2025-08-19 13:04:22,Assigned
ASN008606,SHP008606,VEH006,DRV006,2025-02-03 11:12:19,Assigned
ASN008607,SHP008607,VEH007,DRV007,2025-08-04 20:32:10,Assigned
ASN008608,SHP008608,VEH008,DRV008,2025-04-27 06:06:09,Assigned
ASN008609,SHP008609,VEH009,DRV009,2025-10-22 17:45:35,Assigned
ASN008610,SHP008610,VEH010,DRV010,2025-05-20 10:03:01,Assigned
ASN008611,SHP008611,VEH011,DRV011,2025-09-10 14:13:40,Assigned
ASN008612,SHP008612,VEH012,DRV012,2025-07-29 14:23:01,Assigned
ASN008613,SHP008613,VEH013,DRV013,2025-06-27 13:25:21,Assigned
ASN008614,SHP008614,VEH014,DRV014,2025-05-20 18:39:29,Assigned
ASN008615,SHP008615,VEH015,DRV015,2025-03-10 11:39:20,Assigned
ASN008616,SHP008616,VEH016,DRV016,2025-12-13 10:23:03,Assigned
ASN008617,SHP008617,VEH017,DRV017,2025-03-26 18:33:37,Assigned
ASN008618,SHP008618,VEH018,DRV018,2025-09-15 07:56:28,Assigned
ASN008619,SHP008619,VEH019,DRV019,2025-01-22 18:31:27,Assigned
ASN008620,SHP008620,VEH020,DRV020,2025-03-20 18:32:02,Assigned
ASN008621,SHP008621,VEH021,DRV021,2025-07-24 16:49:35,Assigned
ASN008622,SHP008622,VEH022,DRV022,2025-03-07 17:47:36,Assigned
ASN008623,SHP008623,VEH023,DRV023,2025-03-31 14:04:09,Assigned
ASN008624,SHP008624,VEH024,DRV024,2025-01-08 20:52:24,Assigned
ASN008625,SHP008625,VEH025,DRV025,2025-05-14 11:42:45,Assigned
ASN008626,SHP008626,VEH026,DRV026,2025-06-21 13:46:46,Assigned
ASN008627,SHP008627,VEH027,DRV027,2025-03-19 16:17:09,Assigned
ASN008628,SHP008628,VEH028,DRV028,2025-07-25 08:48:58,Assigned
ASN008629,SHP008629,VEH029,DRV029,2025-06-27 09:05:39,Assigned
ASN008630,SHP008630,VEH030,DRV030,2025-11-23 12:17:25,Assigned
ASN008631,SHP008631,VEH031,DRV031,2025-07-04 09:02:02,Assigned
ASN008632,SHP008632,VEH032,DRV032,2025-11-06 10:00:08,Assigned
ASN008633,SHP008633,VEH033,DRV033,2025-08-13 09:26:36,Assigned
ASN008634,SHP008634,VEH034,DRV034,2025-03-19 09:26:51,Assigned
ASN008635,SHP008635,VEH035,DRV035,2025-03-24 19:56:09,Assigned
ASN008636,SHP008636,VEH036,DRV036,2025-04-25 12:35:36,Assigned
ASN008637,SHP008637,VEH037,DRV037,2025-06-23 10:58:13,Assigned
ASN008638,SHP008638,VEH038,DRV038,2025-05-02 06:04:10,Assigned
ASN008639,SHP008639,VEH039,DRV039,2025-12-25 19:02:16,Assigned
ASN008640,SHP008640,VEH040,DRV040,2025-03-14 17:30:50,Assigned
ASN008641,SHP008641,VEH001,DRV001,2025-04-16 07:14:29,Assigned
ASN008642,SHP008642,VEH002,DRV002,2025-04-08 20:10:59,Assigned
ASN008643,SHP008643,VEH003,DRV003,2025-03-06 16:31:07,Assigned
ASN008644,SHP008644,VEH004,DRV004,2025-04-18 07:42:29,Assigned
ASN008645,SHP008645,VEH005,DRV005,2025-11-21 18:57:21,Assigned
ASN008646,SHP008646,VEH006,DRV006,2025-09-08 15:46:23,Assigned
ASN008647,SHP008647,VEH007,DRV007,2025-08-28 19:30:16,Assigned
ASN008648,SHP008648,VEH008,DRV008,2025-09-26 15:35:35,Assigned
ASN008649,SHP008649,VEH009,DRV009,2025-12-20 20:57:52,Assigned
ASN008650,SHP008650,VEH010,DRV010,2025-10-22 17:21:40,Assigned
ASN008651,SHP008651,VEH011,DRV011,2025-12-01 16:20:33,Assigned
ASN008652,SHP008652,VEH012,DRV012,2025-12-30 08:42:43,Assigned
ASN008653,SHP008653,VEH013,DRV013,2025-12-20 19:45:37,Assigned
ASN008654,SHP008654,VEH014,DRV014,2025-12-08 14:43:17,Assigned
ASN008655,SHP008655,VEH015,DRV015,2025-11-16 18:38:49,Assigned
ASN008656,SHP008656,VEH016,DRV016,2025-01-18 20:15:14,Assigned
ASN008657,SHP008657,VEH017,DRV017,2025-11-20 19:01:27,Assigned
ASN008658,SHP008658,VEH018,DRV018,2025-08-08 13:17:21,Assigned
ASN008659,SHP008659,VEH019,DRV019,2025-04-16 14:19:31,Assigned
ASN008660,SHP008660,VEH020,DRV020,2025-10-12 17:25:03,Assigned
ASN008661,SHP008661,VEH021,DRV021,2025-04-24 15:19:51,Assigned
ASN008662,SHP008662,VEH022,DRV022,2025-08-28 19:16:06,Assigned
ASN008663,SHP008663,VEH023,DRV023,2025-12-14 19:09:35,Assigned
ASN008664,SHP008664,VEH024,DRV024,2025-01-14 09:54:50,Assigned
ASN008665,SHP008665,VEH025,DRV025,2025-09-21 09:56:15,Assigned
ASN008666,SHP008666,VEH026,DRV026,2025-12-12 13:57:09,Assigned
ASN008667,SHP008667,VEH027,DRV027,2025-02-12 20:06:44,Assigned
ASN008668,SHP008668,VEH028,DRV028,2025-03-09 14:32:23,Assigned
ASN008669,SHP008669,VEH029,DRV029,2025-08-13 12:47:25,Assigned
ASN008670,SHP008670,VEH030,DRV030,2025-12-12 12:36:21,Assigned
ASN008671,SHP008671,VEH031,DRV031,2025-04-26 10:05:15,Assigned
ASN008672,SHP008672,VEH032,DRV032,2025-02-19 08:39:30,Assigned
ASN008673,SHP008673,VEH033,DRV033,2025-09-30 20:42:04,Assigned
ASN008674,SHP008674,VEH034,DRV034,2025-10-27 18:20:59,Assigned
ASN008675,SHP008675,VEH035,DRV035,2025-01-03 20:03:27,Assigned
ASN008676,SHP008676,VEH036,DRV036,2025-06-08 12:52:27,Assigned
ASN008677,SHP008677,VEH037,DRV037,2025-03-21 08:26:30,Assigned
ASN008678,SHP008678,VEH038,DRV038,2025-07-25 06:21:23,Assigned
ASN008679,SHP008679,VEH039,DRV039,2025-04-17 07:19:15,Assigned
ASN008680,SHP008680,VEH040,DRV040,2025-11-04 13:56:31,Assigned
ASN008681,SHP008681,VEH001,DRV001,2025-11-03 20:25:37,Assigned
ASN008682,SHP008682,VEH002,DRV002,2025-06-16 09:25:27,Assigned
ASN008683,SHP008683,VEH003,DRV003,2025-12-08 19:15:18,Assigned
ASN008684,SHP008684,VEH004,DRV004,2025-08-29 09:39:51,Assigned
ASN008685,SHP008685,VEH005,DRV005,2025-01-18 08:21:10,Assigned
ASN008686,SHP008686,VEH006,DRV006,2025-01-09 15:20:37,Assigned
ASN008687,SHP008687,VEH007,DRV007,2025-04-16 12:54:05,Assigned
ASN008688,SHP008688,VEH008,DRV008,2025-12-16 07:05:05,Assigned
ASN008689,SHP008689,VEH009,DRV009,2025-12-03 18:47:00,Assigned
ASN008690,SHP008690,VEH010,DRV010,2025-04-06 08:34:27,Assigned
ASN008691,SHP008691,VEH011,DRV011,2025-09-16 13:57:05,Assigned
ASN008692,SHP008692,VEH012,DRV012,2025-11-05 20:50:51,Assigned
ASN008693,SHP008693,VEH013,DRV013,2025-01-03 17:41:09,Assigned
ASN008694,SHP008694,VEH014,DRV014,2025-11-06 06:00:30,Assigned
ASN008695,SHP008695,VEH015,DRV015,2025-08-10 08:02:08,Assigned
ASN008696,SHP008696,VEH016,DRV016,2025-08-16 10:53:23,Assigned
ASN008697,SHP008697,VEH017,DRV017,2025-06-08 16:43:58,Assigned
ASN008698,SHP008698,VEH018,DRV018,2025-12-07 19:44:22,Assigned
ASN008699,SHP008699,VEH019,DRV019,2025-07-07 16:36:05,Assigned
ASN008700,SHP008700,VEH020,DRV020,2025-08-09 06:10:57,Assigned
ASN008701,SHP008701,VEH021,DRV021,2025-11-03 10:21:06,Assigned
ASN008702,SHP008702,VEH022,DRV022,2025-06-01 06:37:05,Assigned
ASN008703,SHP008703,VEH023,DRV023,2025-11-23 06:39:00,Assigned
ASN008704,SHP008704,VEH024,DRV024,2025-07-01 19:59:12,Assigned
ASN008705,SHP008705,VEH025,DRV025,2025-08-05 18:10:57,Assigned
ASN008706,SHP008706,VEH026,DRV026,2025-09-10 12:52:31,Assigned
ASN008707,SHP008707,VEH027,DRV027,2025-10-09 07:17:37,Assigned
ASN008708,SHP008708,VEH028,DRV028,2025-03-10 10:39:53,Assigned
ASN008709,SHP008709,VEH029,DRV029,2025-06-20 14:04:53,Assigned
ASN008710,SHP008710,VEH030,DRV030,2025-10-12 15:18:08,Assigned
ASN008711,SHP008711,VEH031,DRV031,2025-06-07 07:29:38,Assigned
ASN008712,SHP008712,VEH032,DRV032,2025-10-04 19:16:10,Assigned
ASN008713,SHP008713,VEH033,DRV033,2025-05-08 16:49:44,Assigned
ASN008714,SHP008714,VEH034,DRV034,2025-09-20 14:06:31,Assigned
ASN008715,SHP008715,VEH035,DRV035,2025-01-22 15:14:44,Assigned
ASN008716,SHP008716,VEH036,DRV036,2025-02-01 10:02:25,Assigned
ASN008717,SHP008717,VEH037,DRV037,2025-05-26 19:21:42,Assigned
ASN008718,SHP008718,VEH038,DRV038,2025-05-18 08:44:30,Assigned
ASN008719,SHP008719,VEH039,DRV039,2025-05-10 18:28:22,Assigned
ASN008720,SHP008720,VEH040,DRV040,2025-04-02 14:19:18,Assigned
ASN008721,SHP008721,VEH001,DRV001,2025-07-21 16:45:52,Assigned
ASN008722,SHP008722,VEH002,DRV002,2025-02-02 12:26:51,Assigned
ASN008723,SHP008723,VEH003,DRV003,2025-04-18 20:15:50,Assigned
ASN008724,SHP008724,VEH004,DRV004,2025-05-29 19:19:42,Assigned
ASN008725,SHP008725,VEH005,DRV005,2025-10-30 11:13:15,Assigned
ASN008726,SHP008726,VEH006,DRV006,2025-05-14 13:09:45,Assigned
ASN008727,SHP008727,VEH007,DRV007,2025-10-27 08:02:05,Assigned
ASN008728,SHP008728,VEH008,DRV008,2025-08-08 06:37:56,Assigned
ASN008729,SHP008729,VEH009,DRV009,2025-06-23 07:09:06,Assigned
ASN008730,SHP008730,VEH010,DRV010,2025-10-24 13:08:09,Assigned
ASN008731,SHP008731,VEH011,DRV011,2025-06-30 17:04:18,Assigned
ASN008732,SHP008732,VEH012,DRV012,2026-01-02 18:21:44,Assigned
