shipment_id,order_id,warehouse_code,warehouse_city,destination_city,destination_state,destination_region,nearest_warehouse,backup_warehouse,distance_km,distance_category,coverage_status,route_priority
SHP008214,ORD008214,AMD_RDC,ahmedabad,gangoh,Uttar Pradesh,North,New Delhi,Nagpur,988.36,Long Distance,Secondary,Low
SHP008215,ORD008215,AMD_RDC,ahmedabad,balachor,Punjab,North,New Delhi,Nagpur,1087.19,Long Distance,Secondary,Low
SHP008216,ORD008216,MAA_RDC,chennai,bhagwantnagar,Uttar Pradesh,North,New Delhi,Nagpur,1557.97,Long Distance,Secondary,Low
SHP008217,ORD008217,NAG_NH,nagpur,nawabganj,Uttar Pradesh,North,New Delhi,Nagpur,743.75,Long Distance,Secondary,Low
SHP008218,ORD008218,AMD_RDC,ahmedabad,parvatipuram,Andhra Pradesh,South,Hyderabad,Nagpur,1308.19,Long Distance,Secondary,Low
SHP008219,ORD008219,DEL_RDC,new delhi,mahasamund,Chhattisgarh,Central,Nagpur,Mumbai,1086.09,Long Distance,Secondary,Low
SHP008220,ORD008220,MUM_NH,mumbai,tal,Madhya Pradesh,Central,Nagpur,Mumbai,621.7,Long Distance,Secondary,Low
SHP008221,ORD008221,CCU_RDC,kolkata,patamundai,Odisha,East,Kolkata,Nagpur,307.17,Regional,Secondary,Medium
SHP008222,ORD008222,HYD_RDC,hyderabad,thiruthani,Tamil Nadu,South,Chennai,Bengaluru,502.61,Long Distance,Secondary,Low
SHP008223,ORD008223,CCU_RDC,kolkata,babina,Uttar Pradesh,North,New Delhi,Nagpur,1146.53,Long Distance,Secondary,Low
SHP008224,ORD008224,BLR_RDC,bengaluru,wadi,Karnataka,South,Bengaluru,Hyderabad,475.1,Regional,Secondary,Medium
SHP008225,ORD008225,NAG_NH,nagpur,walterganj,Uttar Pradesh,North,New Delhi,Nagpur,806.19,Long Distance,Secondary,Low
SHP008226,ORD008226,MAA_RDC,chennai,neemuch,Madhya Pradesh,Central,Nagpur,Mumbai,1469.97,Long Distance,Secondary,Low
SHP008227,ORD008227,CCU_RDC,kolkata,dhanwar,Jharkhand,East,Kolkata,Nagpur,346.81,Regional,Secondary,Medium
SHP008228,ORD008228,MAA_RDC,chennai,jyotiba phule nagar,Uttar Pradesh,North,New Delhi,Nagpur,1889.22,Long Distance,Secondary,Low
SHP008229,ORD008229,MUM_NH,mumbai,bagula,West Bengal,East,Kolkata,Nagpur,1826.91,Long Distance,Secondary,Low
SHP008230,ORD008230,BLR_RDC,bengaluru,sagauli,Bihar,East,Kolkata,Nagpur,1820.66,Long Distance,Secondary,Low
SHP008231,ORD008231,MUM_NH,mumbai,sehore,Madhya Pradesh,Central,Nagpur,Mumbai,679.29,Long Distance,Secondary,Low
SHP008232,ORD008232,NAG_NH,nagpur,baksar,Uttar Pradesh,North,New Delhi,Nagpur,944.17,Long Distance,Secondary,Low
SHP008233,ORD008233,NAG_NH,nagpur,payagpur,Uttar Pradesh,North,New Delhi,Nagpur,821.8,Long Distance,Secondary,Low
SHP008234,ORD008234,DEL_RDC,new delhi,mandla,Madhya Pradesh,Central,Nagpur,Mumbai,826.32,Long Distance,Secondary,Low
SHP008235,ORD008235,HYD_RDC,hyderabad,jammalamadugu,Andhra Pradesh,South,Hyderabad,Nagpur,294.14,Regional,Secondary,Medium
SHP008236,ORD008236,MUM_NH,mumbai,kasara,Maharashtra,West,Mumbai,Nagpur,94.04,Local,Secondary,High
SHP008237,ORD008237,NAG_NH,nagpur,mau,Madhya Pradesh,Central,Nagpur,Mumbai,624.41,Long Distance,Secondary,Low
SHP008238,ORD008238,NAG_NH,nagpur,khair,Uttar Pradesh,North,New Delhi,Nagpur,843.74,Long Distance,Secondary,Low
SHP008239,ORD008239,MAA_RDC,chennai,jhanjharpur,Bihar,East,Kolkata,Nagpur,1698.99,Long Distance,Secondary,Low
SHP008240,ORD008240,MAA_RDC,chennai,tuensang district,Nagaland,North-East,Kolkata,Nagpur,2242.71,Long Distance,Secondary,Low
SHP008241,ORD008241,AMD_RDC,ahmedabad,mohali,Punjab,North,New Delhi,Nagpur,1061.14,Long Distance,Secondary,Low
SHP008242,ORD008242,HYD_RDC,hyderabad,north garo hills,Meghalaya,North-East,Kolkata,Nagpur,1695.33,Long Distance,Secondary,Low
SHP008243,ORD008243,BLR_RDC,bengaluru,umaria district,Madhya Pradesh,Central,Nagpur,Mumbai,1290.87,Long Distance,Secondary,Low
SHP008244,ORD008244,AMD_RDC,ahmedabad,araul,Uttar Pradesh,North,New Delhi,Nagpur,956.79,Long Distance,Secondary,Low
SHP008245,ORD008245,DEL_RDC,new delhi,beohari,Madhya Pradesh,Central,Nagpur,Mumbai,736.31,Long Distance,Secondary,Low
SHP008246,ORD008246,BLR_RDC,bengaluru,baragarh,Odisha,East,Kolkata,Nagpur,1183.4,Long Distance,Secondary,Low
SHP008247,ORD008247,AMD_RDC,ahmedabad,aizawl,Mizoram,North-East,Kolkata,Nagpur,2263.15,Long Distance,Secondary,Low
SHP008248,ORD008248,NAG_NH,nagpur,rahon,Punjab,North,New Delhi,Nagpur,1273.8,Long Distance,Secondary,Low
SHP008249,ORD008249,NAG_NH,nagpur,khalapur,Maharashtra,West,Mumbai,Nagpur,704.03,Long Distance,Secondary,Low
SHP008250,ORD008250,HYD_RDC,hyderabad,jhalu,Uttar Pradesh,North,New Delhi,Nagpur,1453.14,Long Distance,Secondary,Low
SHP008251,ORD008251,NAG_NH,nagpur,sarubera,Jharkhand,East,Kolkata,Nagpur,834.01,Long Distance,Secondary,Low
SHP008252,ORD008252,MUM_NH,mumbai,srikakulam,Andhra Pradesh,South,Hyderabad,Nagpur,1229.54,Long Distance,Secondary,Low
SHP008253,ORD008253,AMD_RDC,ahmedabad,thiruvarur,Tamil Nadu,South,Chennai,Bengaluru,1630.12,Long Distance,Secondary,Low
SHP008254,ORD008254,DEL_RDC,new delhi,mandawar,Rajasthan,West,Ahmedabad,Mumbai,123.11,Local,Secondary,High
SHP008255,ORD008255,NAG_NH,nagpur,kadaura,Uttar Pradesh,North,New Delhi,Nagpur,593.89,Long Distance,Secondary,Low
SHP008256,ORD008256,BLR_RDC,bengaluru,rayachoti,Andhra Pradesh,South,Hyderabad,Nagpur,178.95,Regional,Secondary,Medium
SHP008257,ORD008257,NAG_NH,nagpur,asifabad,Telangana,South,Hyderabad,Nagpur,213.3,Regional,Secondary,Medium
SHP008258,ORD008258,MUM_NH,mumbai,gohana,Haryana,North,New Delhi,Nagpur,1301.13,Long Distance,Secondary,Low
SHP008259,ORD008259,BLR_RDC,bengaluru,mandla,Madhya Pradesh,Central,Nagpur,Mumbai,1177.8,Long Distance,Secondary,Low
SHP008260,ORD008260,BLR_RDC,bengaluru,pawayan,Uttar Pradesh,North,New Delhi,Nagpur,1822.34,Long Distance,Secondary,Low
SHP008261,ORD008261,MUM_NH,mumbai,namakkal,Tamil Nadu,South,Chennai,Bengaluru,1070.74,Long Distance,Secondary,Low
SHP008262,ORD008262,DEL_RDC,new delhi,mettuppalaiyam,Tamil Nadu,South,Chennai,Bengaluru,2082.67,Long Distance,Secondary,Low
SHP008263,ORD008263,MUM_NH,mumbai,pavugada,Karnataka,South,Bengaluru,Hyderabad,757.35,Long Distance,Secondary,Low
SHP008264,ORD008264,BLR_RDC,bengaluru,gorantla,Andhra Pradesh,South,Hyderabad,Nagpur,117.56,Local,Secondary,High
SHP008265,ORD008265,NAG_NH,nagpur,birpara,West Bengal,East,Kolkata,Nagpur,1330.06,Long Distance,Secondary,Low
SHP008266,ORD008266,MAA_RDC,chennai,sant ravi das nagar,Uttar Pradesh,North,New Delhi,Nagpur,1469.66,Long Distance,Secondary,Low
SHP008267,ORD008267,MAA_RDC,chennai,samdari,Rajasthan,West,Ahmedabad,Mumbai,1732.98,Long Distance,Secondary,Low
SHP008268,ORD008268,MUM_NH,mumbai,nighoj,Maharashtra,West,Mumbai,Nagpur,155.79,Regional,Secondary,Medium
SHP008269,ORD008269,BLR_RDC,bengaluru,risod,Maharashtra,West,Mumbai,Nagpur,818.67,Long Distance,Secondary,Low
SHP008270,ORD008270,MUM_NH,mumbai,veraval,Gujarat,West,Ahmedabad,Mumbai,354.42,Regional,Secondary,Medium
SHP008271,ORD008271,NAG_NH,nagpur,sikka,Gujarat,West,Ahmedabad,Mumbai,1040.45,Long Distance,Secondary,Low
SHP008272,ORD008272,CCU_RDC,kolkata,guduvancheri,Tamil Nadu,South,Chennai,Bengaluru,1461.59,Long Distance,Secondary,Low
SHP008273,ORD008273,MUM_NH,mumbai,sirkazhi,Tamil Nadu,South,Chennai,Bengaluru,1183.27,Long Distance,Secondary,Low
SHP008274,ORD008274,NAG_NH,nagpur,sinor,Gujarat,West,Ahmedabad,Mumbai,646.07,Long Distance,Secondary,Low
SHP008275,ORD008275,AMD_RDC,ahmedabad,arambol,Goa,West,Ahmedabad,Mumbai,875.53,Long Distance,Secondary,Low
SHP008276,ORD008276,BLR_RDC,bengaluru,kapadvanj,Gujarat,West,Ahmedabad,Mumbai,1281.33,Long Distance,Secondary,Low
SHP008277,ORD008277,DEL_RDC,new delhi,cherthala,Kerala,South,Chennai,Bengaluru,2248.31,Long Distance,Secondary,Low
SHP008278,ORD008278,NAG_NH,nagpur,pipavav,Gujarat,West,Ahmedabad,Mumbai,837.2,Long Distance,Secondary,Low
SHP008279,ORD008279,MAA_RDC,chennai,sham churasi,Punjab,North,New Delhi,Nagpur,2284.46,Long Distance,Secondary,Low
SHP008280,ORD008280,DEL_RDC,new delhi,mau,Madhya Pradesh,Central,Nagpur,Mumbai,338.13,Regional,Secondary,Medium
SHP008281,ORD008281,HYD_RDC,hyderabad,sujangarh,Rajasthan,West,Ahmedabad,Mumbai,1322.44,Long Distance,Secondary,Low
SHP008282,ORD008282,MAA_RDC,chennai,nurpur kalan,Punjab,North,New Delhi,Nagpur,2225.12,Long Distance,Secondary,Low
SHP008283,ORD008283,HYD_RDC,hyderabad,homnabad,Karnataka,South,Bengaluru,Hyderabad,154.91,Regional,Secondary,Medium
SHP008284,ORD008284,MAA_RDC,chennai,jhanjharpur,Bihar,East,Kolkata,Nagpur,1698.99,Long Distance,Secondary,Low
SHP008285,ORD008285,CCU_RDC,kolkata,"velas, maharashtra",Maharashtra,West,Mumbai,Nagpur,1786.66,Long Distance,Secondary,Low
SHP008286,ORD008286,DEL_RDC,new delhi,phariha,Uttar Pradesh,North,New Delhi,Nagpur,216.21,Regional,Secondary,Medium
SHP008287,ORD008287,BLR_RDC,bengaluru,panvel,Maharashtra,West,Mumbai,Nagpur,857.35,Long Distance,Secondary,Low
SHP008288,ORD008288,NAG_NH,nagpur,sendhwa,Madhya Pradesh,Central,Nagpur,Mumbai,448.68,Regional,Secondary,Medium
SHP008289,ORD008289,AMD_RDC,ahmedabad,kharupatia,Assam,North-East,Kolkata,Nagpur,2219.13,Long Distance,Secondary,Low
SHP008290,ORD008290,MUM_NH,mumbai,jakhau,Gujarat,West,Ahmedabad,Mumbai,678.25,Long Distance,Secondary,Low
SHP008291,ORD008291,MAA_RDC,chennai,dispur,Assam,North-East,Kolkata,Nagpur,2008.9,Long Distance,Secondary,Low
SHP008292,ORD008292,BLR_RDC,bengaluru,perya,Kerala,South,Chennai,Bengaluru,233.12,Regional,Secondary,Medium
SHP008293,ORD008293,BLR_RDC,bengaluru,shahpur,Bihar,East,Kolkata,Nagpur,1674.87,Long Distance,Secondary,Low
SHP008294,ORD008294,DEL_RDC,new delhi,rohtak,Haryana,North,New Delhi,Nagpur,66.97,Local,Secondary,High
SHP008295,ORD008295,MAA_RDC,chennai,mayakonda,Karnataka,South,Bengaluru,Hyderabad,486.89,Regional,Secondary,Medium
SHP008296,ORD008296,MAA_RDC,chennai,kheralu,Gujarat,West,Ahmedabad,Mumbai,1529.42,Long Distance,Secondary,Low
SHP008297,ORD008297,MAA_RDC,chennai,talbid,Maharashtra,West,Mumbai,Nagpur,842.83,Long Distance,Secondary,Low
SHP008298,ORD008298,NAG_NH,nagpur,pilibhit,Uttar Pradesh,North,New Delhi,Nagpur,922.94,Long Distance,Secondary,Low
SHP008299,ORD008299,CCU_RDC,kolkata,gurh,Madhya Pradesh,Central,Nagpur,Mumbai,797.53,Long Distance,Secondary,Low
SHP008300,ORD008300,CCU_RDC,kolkata,bhojpur,Bihar,East,Kolkata,Nagpur,549.02,Long Distance,Secondary,Low
SHP008301,ORD008301,AMD_RDC,ahmedabad,babina,Uttar Pradesh,North,New Delhi,Nagpur,708.39,Long Distance,Secondary,Low
SHP008302,ORD008302,NAG_NH,nagpur,repalle,Andhra Pradesh,South,Hyderabad,Nagpur,633.01,Long Distance,Secondary,Low
SHP008303,ORD008303,MAA_RDC,chennai,pithampur,Madhya Pradesh,Central,Nagpur,Mumbai,1225.39,Long Distance,Secondary,Low
SHP008304,ORD008304,NAG_NH,nagpur,vandalur,Tamil Nadu,South,Chennai,Bengaluru,968.26,Long Distance,Secondary,Low
SHP008305,ORD008305,AMD_RDC,ahmedabad,purulia,West Bengal,East,Kolkata,Nagpur,1534.37,Long Distance,Secondary,Low
SHP008306,ORD008306,BLR_RDC,bengaluru,zira,Punjab,North,New Delhi,Nagpur,2191.37,Long Distance,Secondary,Low
SHP008307,ORD008307,NAG_NH,nagpur,dariba,Rajasthan,West,Ahmedabad,Mumbai,717.93,Long Distance,Secondary,Low
SHP008308,ORD008308,DEL_RDC,new delhi,nurpur,Uttar Pradesh,North,New Delhi,Nagpur,147.1,Local,Secondary,High
SHP008309,ORD008309,AMD_RDC,ahmedabad,supedi,Gujarat,West,Ahmedabad,Mumbai,289.2,Regional,Secondary,Medium
SHP008310,ORD008310,AMD_RDC,ahmedabad,kotharia,Gujarat,West,Ahmedabad,Mumbai,219.9,Regional,Secondary,Medium
SHP008311,ORD008311,BLR_RDC,bengaluru,tanakpur,Uttarakhand,North,New Delhi,Nagpur,1948.8,Long Distance,Secondary,Low
SHP008312,ORD008312,MUM_NH,mumbai,purmafi,Uttar Pradesh,North,New Delhi,Nagpur,1372.05,Long Distance,Secondary,Low
SHP008313,ORD008313,HYD_RDC,hyderabad,mukteshwar,Uttar Pradesh,North,New Delhi,Nagpur,1476.28,Long Distance,Secondary,Low
SHP008314,ORD008314,CCU_RDC,kolkata,kuttampuzha,Kerala,South,Chennai,Bengaluru,1934.9,Long Distance,Secondary,Low
SHP008315,ORD008315,BLR_RDC,bengaluru,raipur,Chhattisgarh,Central,Nagpur,Mumbai,1068.16,Long Distance,Secondary,Low
SHP008316,ORD008316,HYD_RDC,hyderabad,nathdwara,Rajasthan,West,Ahmedabad,Mumbai,1039.49,Long Distance,Secondary,Low
SHP008317,ORD008317,BLR_RDC,bengaluru,bokajan,Assam,North-East,Kolkata,Nagpur,2373.62,Long Distance,Secondary,Low
SHP008318,ORD008318,DEL_RDC,new delhi,chettipalaiyam,Tamil Nadu,South,Chennai,Bengaluru,2107.29,Long Distance,Secondary,Low
SHP008319,ORD008319,CCU_RDC,kolkata,mankhurd,Maharashtra,West,Mumbai,Nagpur,1764.86,Long Distance,Secondary,Low
SHP008320,ORD008320,BLR_RDC,bengaluru,jhinjhak,Uttar Pradesh,North,New Delhi,Nagpur,1629.71,Long Distance,Secondary,Low
SHP008321,ORD008321,AMD_RDC,ahmedabad,unakoti,Tripura,North-East,Kolkata,Nagpur,2167.22,Long Distance,Secondary,Low
SHP008322,ORD008322,NAG_NH,nagpur,samalkha,Haryana,North,New Delhi,Nagpur,1022.68,Long Distance,Secondary,Low
SHP008323,ORD008323,BLR_RDC,bengaluru,udgir,Maharashtra,West,Mumbai,Nagpur,629.26,Long Distance,Secondary,Low
SHP008324,ORD008324,CCU_RDC,kolkata,samthar,Uttar Pradesh,North,New Delhi,Nagpur,1124.57,Long Distance,Secondary,Low
SHP008325,ORD008325,NAG_NH,nagpur,bighapur,Uttar Pradesh,North,New Delhi,Nagpur,657.59,Long Distance,Secondary,Low
SHP008326,ORD008326,NAG_NH,nagpur,chatra,Jharkhand,East,Kolkata,Nagpur,742.43,Long Distance,Secondary,Low
SHP008327,ORD008327,HYD_RDC,hyderabad,umarga,Maharashtra,West,Mumbai,Nagpur,210.84,Regional,Secondary,Medium
SHP008328,ORD008328,MUM_NH,mumbai,dhrol,Gujarat,West,Ahmedabad,Mumbai,498.53,Regional,Secondary,Medium
SHP008329,ORD008329,BLR_RDC,bengaluru,palackattumala,Kerala,South,Chennai,Bengaluru,382.0,Regional,Secondary,Medium
SHP008330,ORD008330,BLR_RDC,bengaluru,tekanpur,Madhya Pradesh,Central,Nagpur,Mumbai,1543.72,Long Distance,Secondary,Low
SHP008331,ORD008331,HYD_RDC,hyderabad,lumding railway colony,Assam,North-East,Kolkata,Nagpur,1920.33,Long Distance,Secondary,Low
SHP008332,ORD008332,HYD_RDC,hyderabad,botad,Gujarat,West,Ahmedabad,Mumbai,944.42,Long Distance,Secondary,Low
SHP008333,ORD008333,CCU_RDC,kolkata,buxar,Bihar,East,Kolkata,Nagpur,593.82,Long Distance,Secondary,Low
SHP008334,ORD008334,NAG_NH,nagpur,andheri,Maharashtra,West,Mumbai,Nagpur,734.83,Long Distance,Secondary,Low
SHP008335,ORD008335,CCU_RDC,kolkata,ramgarh,Jammu and Kashmir,North,New Delhi,Nagpur,2086.15,Long Distance,Secondary,Low
SHP008336,ORD008336,AMD_RDC,ahmedabad,pattan,Jammu and Kashmir,North,New Delhi,Nagpur,1432.21,Long Distance,Secondary,Low
SHP008337,ORD008337,HYD_RDC,hyderabad,mokokchung,Nagaland,North-East,Kolkata,Nagpur,2084.82,Long Distance,Secondary,Low
SHP008338,ORD008338,DEL_RDC,new delhi,rani,Rajasthan,West,Ahmedabad,Mumbai,598.77,Long Distance,Secondary,Low
SHP008339,ORD008339,MAA_RDC,chennai,vadakku viravanallur,Tamil Nadu,South,Chennai,Bengaluru,584.93,Long Distance,Secondary,Low
SHP008340,ORD008340,AMD_RDC,ahmedabad,sinor,Gujarat,West,Ahmedabad,Mumbai,158.26,Regional,Secondary,Medium
SHP008341,ORD008341,MUM_NH,mumbai,attingal,Kerala,South,Chennai,Bengaluru,1269.59,Long Distance,Secondary,Low
SHP008342,ORD008342,BLR_RDC,bengaluru,bijur,Maharashtra,West,Mumbai,Nagpur,343.64,Regional,Secondary,Medium
SHP008343,ORD008343,DEL_RDC,new delhi,belonia,Tripura,North-East,Kolkata,Nagpur,1718.69,Long Distance,Secondary,Low
SHP008344,ORD008344,AMD_RDC,ahmedabad,ghaziabad,Uttar Pradesh,North,New Delhi,Nagpur,882.55,Long Distance,Secondary,Low
SHP008345,ORD008345,MUM_NH,mumbai,mungeli,Chhattisgarh,Central,Nagpur,Mumbai,1042.55,Long Distance,Secondary,Low
SHP008346,ORD008346,NAG_NH,nagpur,chandil,Jharkhand,East,Kolkata,Nagpur,805.64,Long Distance,Secondary,Low
SHP008347,ORD008347,HYD_RDC,hyderabad,vada,Maharashtra,West,Mumbai,Nagpur,648.21,Long Distance,Secondary,Low
SHP008348,ORD008348,MAA_RDC,chennai,nandigama,Andhra Pradesh,South,Hyderabad,Nagpur,424.5,Regional,Secondary,Medium
SHP008349,ORD008349,CCU_RDC,kolkata,bhandardara,Maharashtra,West,Mumbai,Nagpur,1663.02,Long Distance,Secondary,Low
SHP008350,ORD008350,MAA_RDC,chennai,bilashi,Maharashtra,West,Mumbai,Nagpur,827.66,Long Distance,Secondary,Low
SHP008351,ORD008351,CCU_RDC,kolkata,ettaiyapuram,Tamil Nadu,South,Chennai,Bengaluru,1934.62,Long Distance,Secondary,Low
SHP008352,ORD008352,MAA_RDC,chennai,imphal,Manipur,North-East,Kolkata,Nagpur,2055.56,Long Distance,Secondary,Low
SHP008353,ORD008353,CCU_RDC,kolkata,birpara,West Bengal,East,Kolkata,Nagpur,501.5,Long Distance,Secondary,Low
SHP008354,ORD008354,MUM_NH,mumbai,atmakur,Andhra Pradesh,South,Hyderabad,Nagpur,736.23,Long Distance,Secondary,Low
SHP008355,ORD008355,CCU_RDC,kolkata,gumla,Jharkhand,East,Kolkata,Nagpur,427.94,Regional,Secondary,Medium
SHP008356,ORD008356,BLR_RDC,bengaluru,kalamb,Maharashtra,West,Mumbai,Nagpur,811.86,Long Distance,Secondary,Low
SHP008357,ORD008357,DEL_RDC,new delhi,suntikoppa,Karnataka,South,Bengaluru,Hyderabad,1937.96,Long Distance,Secondary,Low
SHP008358,ORD008358,AMD_RDC,ahmedabad,kishni,Uttar Pradesh,North,New Delhi,Nagpur,890.84,Long Distance,Secondary,Low
SHP008359,ORD008359,AMD_RDC,ahmedabad,amarwara,Madhya Pradesh,Central,Nagpur,Mumbai,737.97,Long Distance,Secondary,Low
SHP008360,ORD008360,NAG_NH,nagpur,kurukshetra,Haryana,North,New Delhi,Nagpur,1124.66,Long Distance,Secondary,Low
SHP008361,ORD008361,MUM_NH,mumbai,anamalais,Tamil Nadu,South,Chennai,Bengaluru,1077.6,Long Distance,Secondary,Low
SHP008362,ORD008362,HYD_RDC,hyderabad,phagwara,Punjab,North,New Delhi,Nagpur,1722.45,Long Distance,Secondary,Low
SHP008363,ORD008363,BLR_RDC,bengaluru,kankanhalli,Karnataka,South,Bengaluru,Hyderabad,52.26,Local,Secondary,High
SHP008364,ORD008364,BLR_RDC,bengaluru,tekanpur,Madhya Pradesh,Central,Nagpur,Mumbai,1543.72,Long Distance,Secondary,Low
SHP008365,ORD008365,MUM_NH,mumbai,virpur,Gujarat,West,Ahmedabad,Mumbai,495.88,Regional,Secondary,Medium
SHP008366,ORD008366,NAG_NH,nagpur,mohali,Punjab,North,New Delhi,Nagpur,1210.83,Long Distance,Secondary,Low
SHP008367,ORD008367,DEL_RDC,new delhi,nawanshahr,Jammu and Kashmir,North,New Delhi,Nagpur,613.29,Long Distance,Secondary,Low
SHP008368,ORD008368,DEL_RDC,new delhi,ramgundam,Telangana,South,Hyderabad,Nagpur,1223.26,Long Distance,Secondary,Low
SHP008369,ORD008369,MUM_NH,mumbai,munger,Bihar,East,Kolkata,Nagpur,1690.75,Long Distance,Secondary,Low
SHP008370,ORD008370,DEL_RDC,new delhi,proddatur,Andhra Pradesh,South,Hyderabad,Nagpur,1675.43,Long Distance,Secondary,Low
SHP008371,ORD008371,MUM_NH,mumbai,jalalpore,Gujarat,West,Ahmedabad,Mumbai,222.32,Regional,Secondary,Medium
SHP008372,ORD008372,DEL_RDC,new delhi,harbatpur,Uttarakhand,North,New Delhi,Nagpur,237.74,Regional,Secondary,Medium
SHP008373,ORD008373,MUM_NH,mumbai,leteri,Madhya Pradesh,Central,Nagpur,Mumbai,781.33,Long Distance,Secondary,Low
SHP008374,ORD008374,CCU_RDC,kolkata,merta,Rajasthan,West,Ahmedabad,Mumbai,1669.84,Long Distance,Secondary,Low
SHP008375,ORD008375,AMD_RDC,ahmedabad,gangadharpur,West Bengal,East,Kolkata,Nagpur,1740.72,Long Distance,Secondary,Low
SHP008376,ORD008376,HYD_RDC,hyderabad,tadepallegudem,Andhra Pradesh,South,Hyderabad,Nagpur,348.21,Regional,Secondary,Medium
SHP008377,ORD008377,AMD_RDC,ahmedabad,vidisha,Madhya Pradesh,Central,Nagpur,Mumbai,612.17,Long Distance,Secondary,Low
SHP008378,ORD008378,HYD_RDC,hyderabad,ardhapur,Maharashtra,West,Mumbai,Nagpur,252.75,Regional,Secondary,Medium
SHP008379,ORD008379,NAG_NH,nagpur,heggadadevankote,Karnataka,South,Bengaluru,Hyderabad,1097.34,Long Distance,Secondary,Low
SHP008380,ORD008380,CCU_RDC,kolkata,chatakonda,Telangana,South,Hyderabad,Nagpur,1040.43,Long Distance,Secondary,Low
SHP008381,ORD008381,HYD_RDC,hyderabad,devaprayag,Uttarakhand,North,New Delhi,Nagpur,1556.84,Long Distance,Secondary,Low
SHP008382,ORD008382,MUM_NH,mumbai,auras,Uttar Pradesh,North,New Delhi,Nagpur,1273.42,Long Distance,Secondary,Low
SHP008383,ORD008383,CCU_RDC,kolkata,vatul,Maharashtra,West,Mumbai,Nagpur,1777.82,Long Distance,Secondary,Low
SHP008384,ORD008384,MUM_NH,mumbai,todaraisingh,Rajasthan,West,Ahmedabad,Mumbai,887.06,Long Distance,Secondary,Low
SHP008385,ORD008385,MAA_RDC,chennai,rambha,Odisha,East,Kolkata,Nagpur,919.09,Long Distance,Secondary,Low
SHP008386,ORD008386,HYD_RDC,hyderabad,narkhed,Maharashtra,West,Mumbai,Nagpur,482.5,Regional,Secondary,Medium
SHP008387,ORD008387,NAG_NH,nagpur,rewari,Haryana,North,New Delhi,Nagpur,907.3,Long Distance,Secondary,Low
SHP008388,ORD008388,AMD_RDC,ahmedabad,khallikot,Odisha,East,Kolkata,Nagpur,1450.05,Long Distance,Secondary,Low
SHP008389,ORD008389,NAG_NH,nagpur,ahmednagar,Maharashtra,West,Mumbai,Nagpur,542.66,Long Distance,Secondary,Low
SHP008390,ORD008390,AMD_RDC,ahmedabad,chakapara,West Bengal,East,Kolkata,Nagpur,1755.35,Long Distance,Secondary,Low
SHP008391,ORD008391,AMD_RDC,ahmedabad,pavuluru,Andhra Pradesh,South,Hyderabad,Nagpur,1195.69,Long Distance,Secondary,Low
SHP008392,ORD008392,HYD_RDC,hyderabad,thiruvarur,Tamil Nadu,South,Chennai,Bengaluru,770.53,Long Distance,Secondary,Low
SHP008393,ORD008393,MUM_NH,mumbai,chandgad,Maharashtra,West,Mumbai,Nagpur,490.35,Regional,Secondary,Medium
SHP008394,ORD008394,DEL_RDC,new delhi,"banda, maharashtra",Maharashtra,West,Mumbai,Nagpur,1591.0,Long Distance,Secondary,Low
SHP008395,ORD008395,MUM_NH,mumbai,umri,Madhya Pradesh,Central,Nagpur,Mumbai,1123.51,Long Distance,Secondary,Low
SHP008396,ORD008396,MAA_RDC,chennai,mayurbhanj,Odisha,East,Kolkata,Nagpur,1226.11,Long Distance,Secondary,Low
SHP008397,ORD008397,DEL_RDC,new delhi,puduvayal,Tamil Nadu,South,Chennai,Bengaluru,1860.53,Long Distance,Secondary,Low
SHP008398,ORD008398,BLR_RDC,bengaluru,sadalgi,Karnataka,South,Bengaluru,Hyderabad,535.46,Long Distance,Secondary,Low
SHP008399,ORD008399,MUM_NH,mumbai,reotipur,Uttar Pradesh,North,New Delhi,Nagpur,1436.26,Long Distance,Secondary,Low
SHP008400,ORD008400,AMD_RDC,ahmedabad,gonda,Uttar Pradesh,North,New Delhi,Nagpur,1162.72,Long Distance,Secondary,Low
SHP008401,ORD008401,BLR_RDC,bengaluru,nidadavole,Andhra Pradesh,South,Hyderabad,Nagpur,641.59,Long Distance,Secondary,Low
SHP008402,ORD008402,BLR_RDC,bengaluru,jamshedpur,Jharkhand,East,Kolkata,Nagpur,1497.02,Long Distance,Secondary,Low
SHP008403,ORD008403,NAG_NH,nagpur,rabupura,Uttar Pradesh,North,New Delhi,Nagpur,886.88,Long Distance,Secondary,Low
SHP008404,ORD008404,AMD_RDC,ahmedabad,vasco da gama,Goa,West,Ahmedabad,Mumbai,910.6,Long Distance,Secondary,Low
SHP008405,ORD008405,MUM_NH,mumbai,orai,Uttar Pradesh,North,New Delhi,Nagpur,1109.58,Long Distance,Secondary,Low
SHP008406,ORD008406,CCU_RDC,kolkata,panagarh,West Bengal,East,Kolkata,Nagpur,149.31,Local,Secondary,High
SHP008407,ORD008407,BLR_RDC,bengaluru,ghugus,Maharashtra,West,Mumbai,Nagpur,826.63,Long Distance,Secondary,Low
SHP008408,ORD008408,MUM_NH,mumbai,mathabhanga,West Bengal,East,Kolkata,Nagpur,2019.06,Long Distance,Secondary,Low
SHP008409,ORD008409,AMD_RDC,ahmedabad,islamnagar (badaun),Uttar Pradesh,North,New Delhi,Nagpur,946.44,Long Distance,Secondary,Low
