shipment_id,order_id,warehouse_code,vehicle_id,vehicle_number,vehicle_type,payload_capacity_kg,shipment_quantity,decision_reason
SHP009409,ORD009409,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP009410,ORD009410,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP009411,ORD009411,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,38,Upgraded Capacity
SHP009412,ORD009412,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,85,Optimal
SHP009413,ORD009413,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,13,Optimal
SHP009414,ORD009414,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,40,Upgraded Capacity
SHP009415,ORD009415,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,110,Upgraded Capacity
SHP009416,ORD009416,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP009417,ORD009417,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP009418,ORD009418,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,8,Optimal
SHP009419,ORD009419,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP009420,ORD009420,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,101,Upgraded Capacity
SHP009421,ORD009421,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,44,Upgraded Capacity
SHP009422,ORD009422,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,8,Optimal
SHP009423,ORD009423,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,5,Upgraded Capacity
SHP009424,ORD009424,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,37,Optimal
SHP009425,ORD009425,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,57,Upgraded Capacity
SHP009426,ORD009426,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,10,Upgraded Capacity
SHP009427,ORD009427,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,38,Upgraded Capacity
SHP009428,ORD009428,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP009429,ORD009429,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,27,Upgraded Capacity
SHP009430,ORD009430,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,65,Upgraded Capacity
SHP009431,ORD009431,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,4,Upgraded Capacity
SHP009432,ORD009432,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,54,Optimal
SHP009433,ORD009433,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,4,Optimal
SHP009434,ORD009434,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,54,Optimal
SHP009435,ORD009435,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,12,Upgraded Capacity
SHP009436,ORD009436,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,9,Upgraded Capacity
SHP009437,ORD009437,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,9,Optimal
SHP009438,ORD009438,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP009439,ORD009439,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,3,Optimal
SHP009440,ORD009440,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,35,Upgraded Capacity
SHP009441,ORD009441,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP009442,ORD009442,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,37,Upgraded Capacity
SHP009443,ORD009443,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP009444,ORD009444,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP009445,ORD009445,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,47,Upgraded Capacity
SHP009446,ORD009446,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,4,Optimal
SHP009447,ORD009447,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,6,Upgraded Capacity
SHP009448,ORD009448,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,17,Upgraded Capacity
SHP009449,ORD009449,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,26,Upgraded Capacity
SHP009450,ORD009450,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,11,Optimal
SHP009451,ORD009451,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP009452,ORD009452,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,9,Optimal
SHP009453,ORD009453,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,28,Optimal
SHP009454,ORD009454,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,11,Optimal
SHP009455,ORD009455,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,46,Optimal
SHP009456,ORD009456,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,75,Upgraded Capacity
SHP009457,ORD009457,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,15,Optimal
SHP009458,ORD009458,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,29,Optimal
SHP009459,ORD009459,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,16,Upgraded Capacity
SHP009460,ORD009460,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP009461,ORD009461,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,15,Optimal
SHP009462,ORD009462,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP009463,ORD009463,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,8,Optimal
SHP009464,ORD009464,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,76,Optimal
SHP009465,ORD009465,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP009466,ORD009466,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP009467,ORD009467,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,36,Upgraded Capacity
SHP009468,ORD009468,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,43,Optimal
SHP009469,ORD009469,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP009470,ORD009470,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP009471,ORD009471,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,20,Optimal
SHP009472,ORD009472,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,41,Optimal
SHP009473,ORD009473,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,93,Optimal
SHP009474,ORD009474,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,106,Optimal
SHP009475,ORD009475,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,12,Optimal
SHP009476,ORD009476,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,21,Upgraded Capacity
SHP009477,ORD009477,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,34,Upgraded Capacity
SHP009478,ORD009478,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP009479,ORD009479,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,23,Upgraded Capacity
SHP009480,ORD009480,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,18,Optimal
SHP009481,ORD009481,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP009482,ORD009482,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,44,Upgraded Capacity
SHP009483,ORD009483,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,37,Upgraded Capacity
SHP009484,ORD009484,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,27,Optimal
SHP009485,ORD009485,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,22,Optimal
SHP009486,ORD009486,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP009487,ORD009487,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,30,Upgraded Capacity
SHP009488,ORD009488,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,18,Optimal
SHP009489,ORD009489,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP009490,ORD009490,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP009491,ORD009491,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,16,Optimal
SHP009492,ORD009492,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,4,Optimal
SHP009493,ORD009493,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,55,Upgraded Capacity
SHP009494,ORD009494,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,27,Optimal
SHP009495,ORD009495,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP009496,ORD009496,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,34,Optimal
SHP009497,ORD009497,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,11,Upgraded Capacity
SHP009498,ORD009498,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,30,Upgraded Capacity
SHP009499,ORD009499,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,21,Upgraded Capacity
SHP009500,ORD009500,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,74,Upgraded Capacity
SHP009501,ORD009501,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,30,Upgraded Capacity
SHP009502,ORD009502,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,43,Upgraded Capacity
SHP009503,ORD009503,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,56,Optimal
SHP009504,ORD009504,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,22,Optimal
SHP009505,ORD009505,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,17,Optimal
SHP009506,ORD009506,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,57,Upgraded Capacity
SHP009507,ORD009507,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,60,Upgraded Capacity
SHP009508,ORD009508,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,52,Optimal
SHP009509,ORD009509,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,1,Optimal
SHP009510,ORD009510,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,30,Optimal
SHP009511,ORD009511,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,17,Upgraded Capacity
SHP009512,ORD009512,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,32,Optimal
SHP009513,ORD009513,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,25,Optimal
SHP009514,ORD009514,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,6,Optimal
SHP009515,ORD009515,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,31,Optimal
SHP009516,ORD009516,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,31,Optimal
SHP009517,ORD009517,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP009518,ORD009518,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,19,Optimal
SHP009519,ORD009519,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,25,Upgraded Capacity
SHP009520,ORD009520,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP009521,ORD009521,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,22,Upgraded Capacity
SHP009522,ORD009522,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,15,Upgraded Capacity
SHP009523,ORD009523,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,2,Upgraded Capacity
SHP009524,ORD009524,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,32,Upgraded Capacity
SHP009525,ORD009525,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,2,Optimal
SHP009526,ORD009526,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,3,Optimal
SHP009527,ORD009527,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,14,Optimal
SHP009528,ORD009528,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,24,Optimal
SHP009529,ORD009529,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,9,Optimal
SHP009530,ORD009530,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,7,Upgraded Capacity
SHP009531,ORD009531,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,49,Optimal
SHP009532,ORD009532,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,40,Upgraded Capacity
SHP009533,ORD009533,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,3,Optimal
SHP009534,ORD009534,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,14,Optimal
SHP009535,ORD009535,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,26,Upgraded Capacity
SHP009536,ORD009536,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,48,Optimal
SHP009537,ORD009537,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,149,Upgraded Capacity
SHP009538,ORD009538,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,50,Upgraded Capacity
SHP009539,ORD009539,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,24,Optimal
SHP009540,ORD009540,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP009541,ORD009541,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,43,Upgraded Capacity
SHP009542,ORD009542,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP009543,ORD009543,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP009544,ORD009544,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP009545,ORD009545,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,55,Optimal
SHP009546,ORD009546,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,23,Optimal
SHP009547,ORD009547,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,31,Optimal
SHP009548,ORD009548,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP009549,ORD009549,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP009550,ORD009550,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,19,Optimal
SHP009551,ORD009551,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,50,Optimal
SHP009552,ORD009552,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,50,Upgraded Capacity
SHP009553,ORD009553,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,22,Optimal
SHP009554,ORD009554,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,32,Upgraded Capacity
SHP009555,ORD009555,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP009556,ORD009556,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,1,Optimal
SHP009557,ORD009557,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,1,Optimal
SHP009558,ORD009558,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,93,Optimal
SHP009559,ORD009559,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,56,Upgraded Capacity
SHP009560,ORD009560,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP009561,ORD009561,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,27,Upgraded Capacity
SHP009562,ORD009562,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,113,Upgraded Capacity
SHP009563,ORD009563,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP009564,ORD009564,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,19,Optimal
SHP009565,ORD009565,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,4,Upgraded Capacity
SHP009566,ORD009566,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,21,Optimal
SHP009567,ORD009567,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,39,Optimal
SHP009568,ORD009568,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP009569,ORD009569,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,30,Optimal
SHP009570,ORD009570,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,22,Upgraded Capacity
SHP009571,ORD009571,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,38,Upgraded Capacity
SHP009572,ORD009572,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP009573,ORD009573,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,24,Upgraded Capacity
SHP009574,ORD009574,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,59,Upgraded Capacity
SHP009575,ORD009575,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,47,Optimal
SHP009576,ORD009576,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,37,Optimal
SHP009577,ORD009577,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,15,Optimal
SHP009578,ORD009578,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP009579,ORD009579,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,14,Optimal
SHP009580,ORD009580,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,17,Upgraded Capacity
SHP009581,ORD009581,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,53,Upgraded Capacity
SHP009582,ORD009582,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,9,Optimal
SHP009583,ORD009583,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,11,Optimal
SHP009584,ORD009584,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,11,Optimal
SHP009585,ORD009585,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,6,Optimal
SHP009586,ORD009586,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP009587,ORD009587,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,20,Upgraded Capacity
SHP009588,ORD009588,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,10,Upgraded Capacity
SHP009589,ORD009589,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,23,Upgraded Capacity
SHP009590,ORD009590,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,29,Upgraded Capacity
SHP009591,ORD009591,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,12,Upgraded Capacity
SHP009592,ORD009592,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,45,Upgraded Capacity
SHP009593,ORD009593,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP009594,ORD009594,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,8,Optimal
SHP009595,ORD009595,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,12,Optimal
SHP009596,ORD009596,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,16,Upgraded Capacity
SHP009597,ORD009597,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,1,Optimal
SHP009598,ORD009598,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
SHP009599,ORD009599,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,5,Upgraded Capacity
SHP009600,ORD009600,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,25,Optimal
SHP009601,ORD009601,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP009602,ORD009602,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,1,Upgraded Capacity
SHP009603,ORD009603,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,73,Optimal
SHP009604,ORD009604,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,59,Optimal
SHP009605,ORD009605,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,47,Optimal
SHP009606,ORD009606,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,4,Optimal
SHP009607,ORD009607,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,34,Upgraded Capacity
SHP009608,ORD009608,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,3,Optimal
SHP009609,ORD009609,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,50,Optimal
SHP009610,ORD009610,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,43,Optimal
SHP009611,ORD009611,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,1,Upgraded Capacity
SHP009612,ORD009612,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP009613,ORD009613,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,61,Optimal
SHP009614,ORD009614,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,21,Upgraded Capacity
SHP009615,ORD009615,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,4,Optimal
SHP009616,ORD009616,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,23,Optimal
SHP009617,ORD009617,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,11,Upgraded Capacity
SHP009618,ORD009618,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP009619,ORD009619,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,9,Upgraded Capacity
SHP009620,ORD009620,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,47,Upgraded Capacity
SHP009621,ORD009621,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,11,Optimal
SHP009622,ORD009622,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,35,Upgraded Capacity
SHP009623,ORD009623,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
SHP009624,ORD009624,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,11,Optimal
SHP009625,ORD009625,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,7,Optimal
SHP009626,ORD009626,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,55,Optimal
SHP009627,ORD009627,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,45,Optimal
SHP009628,ORD009628,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,35,Optimal
SHP009629,ORD009629,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,19,Optimal
SHP009630,ORD009630,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,38,Upgraded Capacity
SHP009631,ORD009631,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,26,Optimal
SHP009632,ORD009632,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,51,Optimal
SHP009633,ORD009633,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP009634,ORD009634,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP009635,ORD009635,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,15,Upgraded Capacity
SHP009636,ORD009636,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,42,Optimal
SHP009637,ORD009637,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,26,Upgraded Capacity
SHP009638,ORD009638,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,17,Upgraded Capacity
SHP009639,ORD009639,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,28,Upgraded Capacity
SHP009640,ORD009640,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,14,Optimal
SHP009641,ORD009641,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,57,Optimal
SHP009642,ORD009642,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,108,Optimal
SHP009643,ORD009643,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP009644,ORD009644,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,40,Upgraded Capacity
SHP009645,ORD009645,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,28,Upgraded Capacity
SHP009646,ORD009646,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,10,Upgraded Capacity
SHP009647,ORD009647,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,16,Upgraded Capacity
SHP009648,ORD009648,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,40,Upgraded Capacity
SHP009649,ORD009649,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,7,Optimal
SHP009650,ORD009650,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,7,Optimal
SHP009651,ORD009651,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,46,Upgraded Capacity
SHP009652,ORD009652,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,5,Upgraded Capacity
SHP009653,ORD009653,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,2,Optimal
SHP009654,ORD009654,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,6,Optimal
SHP009655,ORD009655,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,25,Upgraded Capacity
SHP009656,ORD009656,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,24,Optimal
SHP009657,ORD009657,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,18,Optimal
SHP009658,ORD009658,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP009659,ORD009659,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,8,Upgraded Capacity
SHP009660,ORD009660,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,24,Optimal
SHP009661,ORD009661,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,1,Optimal
SHP009662,ORD009662,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,130,Upgraded Capacity
SHP009663,ORD009663,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP009664,ORD009664,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,12,Optimal
SHP009665,ORD009665,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP009666,ORD009666,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,11,Optimal
SHP009667,ORD009667,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,42,Upgraded Capacity
SHP009668,ORD009668,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,2,Optimal
SHP009669,ORD009669,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,82,Upgraded Capacity
SHP009670,ORD009670,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,33,Upgraded Capacity
SHP009671,ORD009671,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,35,Optimal
SHP009672,ORD009672,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,57,Upgraded Capacity
SHP009673,ORD009673,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,3,Upgraded Capacity
SHP009674,ORD009674,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,1,Upgraded Capacity
SHP009675,ORD009675,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
