shipment_id,destination_city,vehicle_type,distance_km,speed_kmph,estimated_hours,estimated_delivery,eta_status
SHP007285,Silchar,Medium Truck,900,50,18.0,2025-05-21 18:00,Long Distance
SHP007286,Jasidih,Medium Truck,1500,50,30.0,2025-04-21 06:00,Long Distance
SHP007287,Berasia,Mini Truck,40,60,0.67,2025-12-09 00:40,On Time
SHP007288,West District,Mini Truck,180,60,3.0,2025-08-20 03:00,On Time
SHP007289,Arcot,Medium Truck,40,50,0.8,2025-08-23 00:48,On Time
SHP007290,Mulgund,Medium Truck,450,50,9.0,2025-08-25 09:00,In Transit
SHP007291,Kosigi,Medium Truck,900,50,18.0,2025-10-29 18:00,Long Distance
SHP007292,Navi Mumbai,Mini Truck,180,60,3.0,2025-08-15 03:00,On Time
SHP007293,Jalor,Mini Truck,40,60,0.67,2025-09-27 00:40,On Time
SHP007294,Kottapalli,Mini Truck,40,60,0.67,2025-06-22 00:40,On Time
SHP007295,Zafarabad,Mini Truck,40,60,0.67,2025-08-10 00:40,On Time
SHP007296,Uttukkuli,Mini Truck,180,60,3.0,2025-06-23 03:00,On Time
SHP007297,Churk,Mini Truck,180,60,3.0,2025-08-06 03:00,On Time
SHP007298,Lambhua,Mini Truck,180,60,3.0,2025-09-11 03:00,On Time
SHP007299,Wadala,Mini Truck,40,60,0.67,2025-12-18 00:40,On Time
SHP007300,Rahimatpur,Medium Truck,450,50,9.0,2025-04-19 09:00,In Transit
SHP007301,Karchana,Mini Truck,180,60,3.0,2025-10-23 03:00,On Time
SHP007302,Annur,Mini Truck,1500,60,25.0,2025-06-18 01:00,Long Distance
SHP007303,Bhattiprolu,Mini Truck,450,60,7.5,2025-07-29 07:30,In Transit
SHP007304,Baraut,Mini Truck,450,60,7.5,2025-06-25 07:30,In Transit
SHP007305,Kunda,Mini Truck,1500,60,25.0,2025-04-04 01:00,Long Distance
SHP007306,"Masur, India",Mini Truck,180,60,3.0,2025-12-27 03:00,On Time
SHP007307,Rangapara,Medium Truck,450,50,9.0,2025-08-17 09:00,In Transit
SHP007308,Dehu,Mini Truck,40,60,0.67,2025-06-21 00:40,On Time
SHP007309,Karimnagar,Medium Truck,450,50,9.0,2025-06-15 09:00,In Transit
SHP007310,Kothapet,Mini Truck,450,60,7.5,2025-03-30 07:30,In Transit
SHP007311,Kodaikanal,Mini Truck,180,60,3.0,2025-11-19 03:00,On Time
SHP007312,Garhakota,Medium Truck,40,50,0.8,2025-11-28 00:48,On Time
SHP007313,Kharar,Mini Truck,900,60,15.0,2025-07-29 15:00,Long Distance
SHP007314,Pandhurli,Mini Truck,450,60,7.5,2025-04-12 07:30,In Transit
SHP007315,Hata,Medium Truck,180,50,3.6,2025-01-12 03:36,On Time
SHP007316,Pipili,Medium Truck,1500,50,30.0,2025-02-12 06:00,Long Distance
SHP007317,Chillupar,Mini Truck,40,60,0.67,2025-07-14 00:40,On Time
SHP007318,Jhajjar,Medium Truck,450,50,9.0,2025-11-30 09:00,In Transit
SHP007319,Padampur,Mini Truck,450,60,7.5,2025-09-15 07:30,In Transit
SHP007320,Mawar,Medium Truck,180,50,3.6,2025-08-25 03:36,On Time
SHP007321,Virar,Mini Truck,180,60,3.0,2025-01-25 03:00,On Time
SHP007322,Champua,Mini Truck,40,60,0.67,2025-03-19 00:40,On Time
SHP007323,Anupgarh,Medium Truck,450,50,9.0,2025-04-21 09:00,In Transit
SHP007324,Curti,Mini Truck,180,60,3.0,2025-04-19 03:00,On Time
SHP007325,Kanke,Medium Truck,900,50,18.0,2025-09-20 18:00,Long Distance
SHP007326,Chikodi,Medium Truck,450,50,9.0,2025-05-08 09:00,In Transit
SHP007327,Dhola,Mini Truck,180,60,3.0,2025-12-12 03:00,On Time
SHP007328,Gumla,Mini Truck,450,60,7.5,2025-08-15 07:30,In Transit
SHP007329,Ramnagar,Mini Truck,900,60,15.0,2025-01-27 15:00,Long Distance
SHP007330,Devbhumi Dwarka,Mini Truck,40,60,0.67,2025-06-05 00:40,On Time
SHP007331,Vadakku Viravanallur,Mini Truck,450,60,7.5,2025-08-08 07:30,In Transit
SHP007332,Kalyan,Medium Truck,180,50,3.6,2025-07-20 03:36,On Time
SHP007333,Kondalwadi,Medium Truck,180,50,3.6,2025-06-11 03:36,On Time
SHP007334,Vinchia,Mini Truck,180,60,3.0,2025-09-12 03:00,On Time
SHP007335,Jhulasan,Mini Truck,900,60,15.0,2025-12-18 15:00,Long Distance
SHP007336,Kushtagi,Medium Truck,180,50,3.6,2025-09-17 03:36,On Time
SHP007337,Aron,Mini Truck,180,60,3.0,2025-07-03 03:00,On Time
SHP007338,Odadar,Mini Truck,40,60,0.67,2025-05-11 00:40,On Time
SHP007339,Wangjing,Medium Truck,40,50,0.8,2025-07-21 00:48,On Time
SHP007340,Shujalpur,Medium Truck,40,50,0.8,2025-05-25 00:48,On Time
SHP007341,Pachora,Mini Truck,900,60,15.0,2025-09-04 15:00,Long Distance
SHP007342,Sandur,Medium Truck,450,50,9.0,2025-06-08 09:00,In Transit
SHP007343,Shirud,Mini Truck,40,60,0.67,2025-06-02 00:40,On Time
SHP007344,Narora,Medium Truck,40,50,0.8,2025-08-31 00:48,On Time
SHP007345,Wai,Mini Truck,40,60,0.67,2025-11-15 00:40,On Time
SHP007346,Tehri-Garhwal,Medium Truck,900,50,18.0,2025-01-26 18:00,Long Distance
SHP007347,Chakdaha,Mini Truck,40,60,0.67,2025-07-30 00:40,On Time
SHP007348,Kotar,Mini Truck,180,60,3.0,2025-03-19 03:00,On Time
SHP007349,Atrauli,Medium Truck,900,50,18.0,2025-06-25 18:00,Long Distance
SHP007350,Belaguntha,Medium Truck,450,50,9.0,2025-07-08 09:00,In Transit
SHP007351,Ramanuj Ganj,Medium Truck,450,50,9.0,2025-12-14 09:00,In Transit
SHP007352,Bari,Medium Truck,450,50,9.0,2025-11-22 09:00,In Transit
SHP007353,Kampil,Mini Truck,180,60,3.0,2025-05-15 03:00,On Time
SHP007354,Bhatha,Mini Truck,450,60,7.5,2025-02-11 07:30,In Transit
SHP007355,Dahivel,Mini Truck,450,60,7.5,2025-06-07 07:30,In Transit
SHP007356,Firozabad,Mini Truck,40,60,0.67,2025-08-04 00:40,On Time
SHP007357,Himatnagar,Mini Truck,1500,60,25.0,2025-10-20 01:00,Long Distance
SHP007358,Sri Dungargarh,Mini Truck,900,60,15.0,2025-06-10 15:00,Long Distance
SHP007359,Neral,Mini Truck,180,60,3.0,2025-12-17 03:00,On Time
SHP007360,Injambakkam,Medium Truck,40,50,0.8,2025-08-20 00:48,On Time
SHP007361,Guledagudda,Mini Truck,1500,60,25.0,2025-06-12 01:00,Long Distance
SHP007362,Nandigram,Mini Truck,40,60,0.67,2025-08-07 00:40,On Time
SHP007363,Jyotiba Phule Nagar,Mini Truck,40,60,0.67,2025-09-21 00:40,On Time
SHP007364,Lohaghat,Mini Truck,40,60,0.67,2025-08-25 00:40,On Time
SHP007365,Jagtial,Mini Truck,180,60,3.0,2025-07-16 03:00,On Time
SHP007366,Talbahat,Mini Truck,40,60,0.67,2025-01-09 00:40,On Time
SHP007367,Quepem,Mini Truck,180,60,3.0,2025-07-28 03:00,On Time
SHP007368,Nadapuram,Mini Truck,180,60,3.0,2025-01-11 03:00,On Time
SHP007369,Gandhi Nagar,Mini Truck,180,60,3.0,2025-05-23 03:00,On Time
SHP007370,Kanadukattan,Mini Truck,450,60,7.5,2025-12-22 07:30,In Transit
SHP007371,Chennimalai,Mini Truck,40,60,0.67,2025-10-24 00:40,On Time
SHP007372,Elayirampannai,Mini Truck,1500,60,25.0,2025-05-28 01:00,Long Distance
SHP007373,Tadpatri,Mini Truck,180,60,3.0,2025-12-17 03:00,On Time
SHP007374,Begowal,Medium Truck,180,50,3.6,2025-03-31 03:36,On Time
SHP007375,Mangan,Medium Truck,450,50,9.0,2025-07-02 09:00,In Transit
SHP007376,Aurangabad,Mini Truck,900,60,15.0,2025-07-18 15:00,Long Distance
SHP007377,Kalghatgi,Medium Truck,450,50,9.0,2025-06-09 09:00,In Transit
SHP007378,Beed,Medium Truck,180,50,3.6,2025-10-31 03:36,On Time
SHP007379,Girgaon,Medium Truck,40,50,0.8,2025-06-25 00:48,On Time
SHP007380,Tajpur,Medium Truck,180,50,3.6,2025-06-05 03:36,On Time
SHP007381,Chakan,Medium Truck,180,50,3.6,2025-11-08 03:36,On Time
SHP007382,Bolanikhodan,Mini Truck,450,60,7.5,2025-12-11 07:30,In Transit
SHP007383,Mariani,Medium Truck,450,50,9.0,2025-09-06 09:00,In Transit
SHP007384,Jha-Jha,Medium Truck,40,50,0.8,2025-10-05 00:48,On Time
SHP007385,Gudiyatham,Medium Truck,180,50,3.6,2025-06-09 03:36,On Time
SHP007386,Gobardanga,Medium Truck,900,50,18.0,2025-04-15 18:00,Long Distance
SHP007387,Pilkhua,Mini Truck,450,60,7.5,2025-09-17 07:30,In Transit
SHP007388,Vallabh Vidyanagar,Medium Truck,900,50,18.0,2025-07-03 18:00,Long Distance
SHP007389,Karumbakkam,Medium Truck,40,50,0.8,2025-08-05 00:48,On Time
SHP007390,Balasore,Mini Truck,40,60,0.67,2025-04-20 00:40,On Time
SHP007391,Kotagiri,Mini Truck,180,60,3.0,2025-11-24 03:00,On Time
SHP007392,Narauli,Mini Truck,40,60,0.67,2025-10-09 00:40,On Time
SHP007393,Sarkhej,Medium Truck,40,50,0.8,2025-11-16 00:48,On Time
SHP007394,Cumbum,Mini Truck,180,60,3.0,2025-06-06 03:00,On Time
SHP007395,Kargil,Medium Truck,40,50,0.8,2025-10-13 00:48,On Time
SHP007396,Lachhmangarh Sikar,Mini Truck,450,60,7.5,2025-02-26 07:30,In Transit
SHP007397,Hasanpur,Medium Truck,180,50,3.6,2025-11-15 03:36,On Time
SHP007398,Jaurian,Mini Truck,1500,60,25.0,2025-02-21 01:00,Long Distance
SHP007399,Bahjoi,Mini Truck,900,60,15.0,2025-10-20 15:00,Long Distance
SHP007400,Kotamangalam,Medium Truck,180,50,3.6,2025-01-31 03:36,On Time
SHP007401,Jodia,Mini Truck,900,60,15.0,2025-07-18 15:00,Long Distance
SHP007402,Vanthli,Mini Truck,450,60,7.5,2025-03-31 07:30,In Transit
SHP007403,Clement Town,Medium Truck,180,50,3.6,2025-07-11 03:36,On Time
SHP007404,Jawhar,Mini Truck,180,60,3.0,2025-01-27 03:00,On Time
SHP007405,Dibai,Mini Truck,40,60,0.67,2025-02-02 00:40,On Time
SHP007406,Lakhimpur,Mini Truck,180,60,3.0,2025-04-11 03:00,On Time
SHP007407,Gurdaha,Medium Truck,450,50,9.0,2025-07-25 09:00,In Transit
SHP007408,Aurangabad,Medium Truck,900,50,18.0,2025-06-22 18:00,Long Distance
SHP007409,Bara Banki,Medium Truck,40,50,0.8,2025-01-30 00:48,On Time
SHP007410,Udgir,Mini Truck,40,60,0.67,2025-04-09 00:40,On Time
SHP007411,Barwala,Medium Truck,1500,50,30.0,2025-08-21 06:00,Long Distance
SHP007412,Mailani,Mini Truck,180,60,3.0,2026-01-01 03:00,On Time
SHP007413,Hisar,Mini Truck,40,60,0.67,2025-07-29 00:40,On Time
SHP007414,Alipurduar,Medium Truck,40,50,0.8,2025-12-08 00:48,On Time
SHP007415,Sihor,Medium Truck,180,50,3.6,2025-12-30 03:36,On Time
SHP007416,Baldev,Medium Truck,180,50,3.6,2025-06-17 03:36,On Time
SHP007417,Mulbagal,Medium Truck,180,50,3.6,2025-04-06 03:36,On Time
SHP007418,Bokajan,Medium Truck,40,50,0.8,2025-07-29 00:48,On Time
SHP007419,Dicholi,Mini Truck,40,60,0.67,2025-03-20 00:40,On Time
SHP007420,Baidyabati,Medium Truck,450,50,9.0,2025-02-14 09:00,In Transit
SHP007421,Ajitgarh,Mini Truck,180,60,3.0,2025-08-05 03:00,On Time
SHP007422,Tiruvannamalai,Mini Truck,450,60,7.5,2025-11-26 07:30,In Transit
SHP007423,Gubbi,Medium Truck,900,50,18.0,2025-01-09 18:00,Long Distance
SHP007424,Villupuram,Medium Truck,180,50,3.6,2025-11-24 03:36,On Time
SHP007425,Safipur,Mini Truck,40,60,0.67,2025-03-12 00:40,On Time
SHP007426,Yanam,Mini Truck,40,60,0.67,2025-08-02 00:40,On Time
SHP007427,Bhind,Mini Truck,900,60,15.0,2025-02-14 15:00,Long Distance
SHP007428,Mowad,Mini Truck,180,60,3.0,2025-07-26 03:00,On Time
SHP007429,Ballari,Mini Truck,450,60,7.5,2025-10-20 07:30,In Transit
SHP007430,Palera,Mini Truck,450,60,7.5,2025-04-11 07:30,In Transit
SHP007431,Musafirkhana,Medium Truck,900,50,18.0,2025-12-29 18:00,Long Distance
SHP007432,Banjar,Mini Truck,180,60,3.0,2025-06-28 03:00,On Time
SHP007433,Bhojpur,Mini Truck,1500,60,25.0,2025-09-11 01:00,Long Distance
SHP007434,Ramgarh,Medium Truck,450,50,9.0,2025-11-20 09:00,In Transit
SHP007435,Sindewahi,Medium Truck,40,50,0.8,2025-03-23 00:48,On Time
SHP007436,Nagaur,Mini Truck,180,60,3.0,2025-05-18 03:00,On Time
SHP007437,Kamalapuram,Mini Truck,180,60,3.0,2025-03-09 03:00,On Time
SHP007438,Sabalgarh,Medium Truck,40,50,0.8,2025-03-04 00:48,On Time
SHP007439,Pawni,Mini Truck,450,60,7.5,2025-06-03 07:30,In Transit
SHP007440,Arsikere,Mini Truck,900,60,15.0,2025-06-20 15:00,Long Distance
SHP007441,Theni,Mini Truck,450,60,7.5,2025-12-28 07:30,In Transit
SHP007442,Tirur,Medium Truck,40,50,0.8,2025-01-10 00:48,On Time
SHP007443,Nalegaon,Mini Truck,40,60,0.67,2025-01-15 00:40,On Time
SHP007444,Narnaul,Mini Truck,450,60,7.5,2025-08-05 07:30,In Transit
SHP007445,Kulgam,Medium Truck,40,50,0.8,2025-08-19 00:48,On Time
SHP007446,Okha,Medium Truck,1500,50,30.0,2025-01-25 06:00,Long Distance
SHP007447,Alur,Medium Truck,180,50,3.6,2025-02-14 03:36,On Time
SHP007448,Talbahat,Mini Truck,40,60,0.67,2025-06-20 00:40,On Time
SHP007449,Hosangadi,Medium Truck,180,50,3.6,2025-04-16 03:36,On Time
SHP007450,Tirunelveli Kattabo,Medium Truck,450,50,9.0,2025-11-19 09:00,In Transit
SHP007451,Sheohar,Mini Truck,180,60,3.0,2025-09-22 03:00,On Time
SHP007452,Pilani,Mini Truck,40,60,0.67,2025-09-21 00:40,On Time
SHP007453,Bhadasar,Medium Truck,900,50,18.0,2025-08-08 18:00,Long Distance
SHP007454,Shahabad,Mini Truck,40,60,0.67,2025-02-09 00:40,On Time
SHP007455,Mahisa,Mini Truck,180,60,3.0,2025-08-02 03:00,On Time
SHP007456,Gharghoda,Mini Truck,40,60,0.67,2025-02-16 00:40,On Time
SHP007457,Bardhaman,Mini Truck,180,60,3.0,2025-01-06 03:00,On Time
SHP007458,Goribidnur,Medium Truck,180,50,3.6,2025-12-07 03:36,On Time
SHP007459,Jhilimili,Medium Truck,40,50,0.8,2025-04-21 00:48,On Time
SHP007460,Samdari,Medium Truck,40,50,0.8,2025-03-04 00:48,On Time
SHP007461,Ponmana,Medium Truck,40,50,0.8,2025-10-29 00:48,On Time
SHP007462,Jaleshwar,Medium Truck,180,50,3.6,2025-03-30 03:36,On Time
SHP007463,Attingal,Medium Truck,180,50,3.6,2025-02-08 03:36,On Time
SHP007464,Kayankulam,Mini Truck,40,60,0.67,2025-08-25 00:40,On Time
SHP007465,Kota,Mini Truck,180,60,3.0,2025-04-30 03:00,On Time
SHP007466,Khagaria,Mini Truck,180,60,3.0,2025-05-05 03:00,On Time
SHP007467,Rani,Mini Truck,40,60,0.67,2025-07-29 00:40,On Time
SHP007468,Madgaon,Medium Truck,40,50,0.8,2025-10-18 00:48,On Time
SHP007469,Shikarpur (Bulandshahr),Mini Truck,450,60,7.5,2025-12-05 07:30,In Transit
SHP007470,Rewari District,Mini Truck,450,60,7.5,2025-10-14 07:30,In Transit
SHP007471,Vidisha,Mini Truck,40,60,0.67,2025-11-17 00:40,On Time
SHP007472,Gopalpur,Medium Truck,900,50,18.0,2025-07-16 18:00,Long Distance
SHP007473,Erattupetta,Mini Truck,180,60,3.0,2025-03-27 03:00,On Time
SHP007474,Sangamner,Medium Truck,900,50,18.0,2025-10-03 18:00,Long Distance
SHP007475,Velankanni,Medium Truck,180,50,3.6,2025-10-03 03:36,On Time
SHP007476,Tiruttangal,Mini Truck,900,60,15.0,2025-04-24 15:00,Long Distance
SHP007477,Pawni,Medium Truck,450,50,9.0,2025-01-24 09:00,In Transit
SHP007478,Thoothukudi,Medium Truck,450,50,9.0,2025-08-09 09:00,In Transit
SHP007479,Arwal,Medium Truck,450,50,9.0,2025-09-06 09:00,In Transit
SHP007480,Shirud,Mini Truck,40,60,0.67,2025-01-11 00:40,On Time
SHP007481,Deoli,Medium Truck,40,50,0.8,2025-10-10 00:48,On Time
SHP007482,Devaprayag,Mini Truck,450,60,7.5,2025-10-24 07:30,In Transit
SHP007483,Theni,Medium Truck,450,50,9.0,2025-03-18 09:00,In Transit
SHP007484,Bijnor,Medium Truck,450,50,9.0,2025-04-14 09:00,In Transit
SHP007485,Papireddippatti,Mini Truck,180,60,3.0,2025-12-17 03:00,On Time
SHP007486,Hathuran,Mini Truck,450,60,7.5,2025-03-25 07:30,In Transit
SHP007487,Deogarh,Medium Truck,180,50,3.6,2025-05-22 03:36,On Time
SHP007488,Sant Kabir Nagar,Mini Truck,180,60,3.0,2025-02-16 03:00,On Time
SHP007489,Ghansor,Mini Truck,180,60,3.0,2025-05-31 03:00,On Time
SHP007490,Hojai,Mini Truck,40,60,0.67,2025-03-22 00:40,On Time
SHP007491,Wadhwan,Medium Truck,40,50,0.8,2025-12-02 00:48,On Time
SHP007492,Ghatampur,Medium Truck,40,50,0.8,2025-08-08 00:48,On Time
SHP007493,Mohali,Mini Truck,40,60,0.67,2025-11-10 00:40,On Time
SHP007494,Rajnagar,Mini Truck,1500,60,25.0,2025-07-05 01:00,Long Distance
SHP007495,Konanur,Mini Truck,180,60,3.0,2025-02-27 03:00,On Time
SHP007496,Safipur,Mini Truck,40,60,0.67,2025-11-05 00:40,On Time
SHP007497,Beohari,Mini Truck,1500,60,25.0,2025-01-29 01:00,Long Distance
SHP007498,Wer,Medium Truck,180,50,3.6,2025-04-06 03:36,On Time
SHP007499,Ranipet,Medium Truck,40,50,0.8,2025-04-10 00:48,On Time
SHP007500,Mastiholi,Medium Truck,450,50,9.0,2025-10-24 09:00,In Transit
SHP007501,Suar,Medium Truck,900,50,18.0,2025-04-01 18:00,Long Distance
SHP007502,Hubballi,Medium Truck,40,50,0.8,2025-05-26 00:48,On Time
SHP007503,Keshorai Patan,Mini Truck,900,60,15.0,2025-12-07 15:00,Long Distance
SHP007504,Ambah,Mini Truck,180,60,3.0,2025-08-01 03:00,On Time
SHP007505,Bhongir,Medium Truck,40,50,0.8,2025-09-25 00:48,On Time
SHP007506,Kotkapura,Mini Truck,40,60,0.67,2025-02-14 00:40,On Time
SHP007507,Kangar,Mini Truck,450,60,7.5,2025-01-06 07:30,In Transit
SHP007508,Harur,Mini Truck,180,60,3.0,2025-02-08 03:00,On Time
SHP007509,Pathanamthitta,Medium Truck,180,50,3.6,2025-07-13 03:36,On Time
SHP007510,Ernakulam,Mini Truck,180,60,3.0,2025-02-24 03:00,On Time
SHP007511,Bandra,Mini Truck,900,60,15.0,2025-08-02 15:00,Long Distance
SHP007512,Rambha,Mini Truck,180,60,3.0,2025-03-21 03:00,On Time
SHP007513,Basmath,Mini Truck,900,60,15.0,2025-09-06 15:00,Long Distance
SHP007514,Khatra,Mini Truck,900,60,15.0,2025-12-26 15:00,Long Distance
SHP007515,Divrasai,Mini Truck,900,60,15.0,2025-11-21 15:00,Long Distance
SHP007516,Lumding Railway Colony,Medium Truck,180,50,3.6,2025-12-23 03:36,On Time
SHP007517,Dohad,Medium Truck,450,50,9.0,2025-02-25 09:00,In Transit
SHP007518,Aonla,Mini Truck,450,60,7.5,2025-06-29 07:30,In Transit
SHP007519,Sarila,Medium Truck,40,50,0.8,2025-12-17 00:48,On Time
SHP007520,South Delhi,Medium Truck,180,50,3.6,2025-01-23 03:36,On Time
SHP007521,Purba Singhbhum,Mini Truck,900,60,15.0,2025-11-29 15:00,Long Distance
SHP007522,Phaphamau,Mini Truck,900,60,15.0,2025-01-12 15:00,Long Distance
SHP007523,Palakkodu,Mini Truck,900,60,15.0,2025-06-15 15:00,Long Distance
SHP007524,Amudalavalasa,Medium Truck,40,50,0.8,2025-07-18 00:48,On Time
SHP007525,"Durgapur, Chandrapur",Medium Truck,450,50,9.0,2025-11-09 09:00,In Transit
SHP007526,Bali,Medium Truck,40,50,0.8,2025-09-22 00:48,On Time
SHP007527,Muluppilagadu,Mini Truck,900,60,15.0,2025-01-04 15:00,Long Distance
SHP007528,Mangrol (Junagadh),Medium Truck,40,50,0.8,2025-01-12 00:48,On Time
SHP007529,Pallavaram,Mini Truck,180,60,3.0,2025-10-18 03:00,On Time
SHP007530,Macherla,Medium Truck,180,50,3.6,2025-09-16 03:36,On Time
SHP007531,Nashik,Mini Truck,40,60,0.67,2025-07-10 00:40,On Time
SHP007532,Valparai,Mini Truck,900,60,15.0,2025-06-04 15:00,Long Distance
SHP007533,Ron,Mini Truck,1500,60,25.0,2025-03-28 01:00,Long Distance
SHP007534,Vasind,Medium Truck,900,50,18.0,2025-08-10 18:00,Long Distance
SHP007535,Cholapuram,Mini Truck,450,60,7.5,2025-09-25 07:30,In Transit
SHP007536,Annavasal,Medium Truck,180,50,3.6,2025-11-28 03:36,On Time
SHP007537,Kondalwadi,Mini Truck,180,60,3.0,2025-05-20 03:00,On Time
SHP007538,Hatta,Medium Truck,450,50,9.0,2025-07-14 09:00,In Transit
SHP007539,Heggadadevankote,Mini Truck,900,60,15.0,2025-01-11 15:00,Long Distance
SHP007540,Kollegal,Mini Truck,450,60,7.5,2025-05-16 07:30,In Transit
SHP007541,Kiri Buru,Mini Truck,900,60,15.0,2025-04-24 15:00,Long Distance
SHP007542,Namchi,Mini Truck,40,60,0.67,2025-09-12 00:40,On Time
SHP007543,Kottagudem,Medium Truck,180,50,3.6,2025-10-16 03:36,On Time
SHP007544,Gohana,Mini Truck,180,60,3.0,2025-10-26 03:00,On Time
SHP007545,Hyderabad,Medium Truck,450,50,9.0,2025-01-29 09:00,In Transit
SHP007546,Pilkhuwa,Mini Truck,900,60,15.0,2025-06-04 15:00,Long Distance
SHP007547,Vadakku Viravanallur,Medium Truck,450,50,9.0,2025-11-01 09:00,In Transit
SHP007548,Gomoh,Medium Truck,40,50,0.8,2025-12-08 00:48,On Time
SHP007549,Panara,Medium Truck,180,50,3.6,2025-11-27 03:36,On Time
SHP007550,Parlakimidi,Mini Truck,450,60,7.5,2025-05-30 07:30,In Transit
SHP007551,Hansi,Medium Truck,180,50,3.6,2025-12-05 03:36,On Time
SHP007552,Nuapada,Mini Truck,180,60,3.0,2025-03-11 03:00,On Time
SHP007553,Chhaprauli,Medium Truck,40,50,0.8,2025-09-16 00:48,On Time
SHP007554,Lathi,Medium Truck,40,50,0.8,2025-04-27 00:48,On Time
SHP007555,Divrasai,Medium Truck,900,50,18.0,2025-06-08 18:00,Long Distance
SHP007556,Mehsana,Mini Truck,1500,60,25.0,2025-12-01 01:00,Long Distance
SHP007557,Serilingampalle,Mini Truck,40,60,0.67,2025-12-09 00:40,On Time
SHP007558,Abhayapuri,Medium Truck,450,50,9.0,2025-10-03 09:00,In Transit
SHP007559,Vijayapura,Mini Truck,180,60,3.0,2025-12-13 03:00,On Time
SHP007560,Palavakkam,Medium Truck,900,50,18.0,2025-09-07 18:00,Long Distance
SHP007561,Kaithal,Medium Truck,180,50,3.6,2025-07-30 03:36,On Time
SHP007562,Nilakottai,Medium Truck,1500,50,30.0,2025-10-02 06:00,Long Distance
SHP007563,Vadippatti,Medium Truck,900,50,18.0,2025-04-12 18:00,Long Distance
SHP007564,Chhatapur,Medium Truck,900,50,18.0,2025-12-03 18:00,Long Distance
SHP007565,Dayapar,Medium Truck,40,50,0.8,2025-06-04 00:48,On Time
SHP007566,Nurpur Kalan,Medium Truck,450,50,9.0,2025-07-27 09:00,In Transit
SHP007567,"Nadiad,",Mini Truck,40,60,0.67,2025-02-21 00:40,On Time
SHP007568,Sarauli,Mini Truck,450,60,7.5,2025-09-10 07:30,In Transit
SHP007569,Deoria,Mini Truck,900,60,15.0,2025-03-06 15:00,Long Distance
SHP007570,Silao,Medium Truck,900,50,18.0,2025-10-21 18:00,Long Distance
SHP007571,Chuari Khas,Medium Truck,180,50,3.6,2025-09-14 03:36,On Time
SHP007572,Munsyari,Mini Truck,900,60,15.0,2025-01-19 15:00,Long Distance
SHP007573,Ibrahimpur,Medium Truck,180,50,3.6,2025-11-10 03:36,On Time
SHP007574,Panchkula,Medium Truck,900,50,18.0,2025-08-26 18:00,Long Distance
SHP007575,Loyabad,Medium Truck,180,50,3.6,2025-12-04 03:36,On Time
SHP007576,Rohtas,Medium Truck,180,50,3.6,2025-01-20 03:36,On Time
SHP007577,Sholinghur,Medium Truck,450,50,9.0,2025-11-29 09:00,In Transit
SHP007578,Mallapuram,Medium Truck,180,50,3.6,2025-10-06 03:36,On Time
SHP007579,Mandawar,Medium Truck,40,50,0.8,2025-09-30 00:48,On Time
SHP007580,Pandatarai,Mini Truck,450,60,7.5,2025-07-25 07:30,In Transit
SHP007581,Sandur,Mini Truck,450,60,7.5,2025-07-06 07:30,In Transit
SHP007582,Tufanganj,Mini Truck,900,60,15.0,2025-10-09 15:00,Long Distance
SHP007583,Pennathur,Medium Truck,900,50,18.0,2025-12-15 18:00,Long Distance
SHP007584,Bandora,Medium Truck,450,50,9.0,2025-09-09 09:00,In Transit
SHP007585,Bara Uchana,Mini Truck,180,60,3.0,2025-12-27 03:00,On Time
SHP007586,Sholinghur,Mini Truck,450,60,7.5,2025-09-10 07:30,In Transit
SHP007587,Patiram,Mini Truck,180,60,3.0,2025-10-01 03:00,On Time
SHP007588,Naurangpur,Medium Truck,450,50,9.0,2025-04-21 09:00,In Transit
SHP007589,Theni,Mini Truck,450,60,7.5,2025-11-10 07:30,In Transit
SHP007590,Krishnagiri,Medium Truck,450,50,9.0,2025-01-25 09:00,In Transit
SHP007591,Kotkhai,Mini Truck,180,60,3.0,2025-09-12 03:00,On Time
SHP007592,Arakkonam,Mini Truck,40,60,0.67,2025-08-11 00:40,On Time
SHP007593,Punalur,Medium Truck,40,50,0.8,2025-09-05 00:48,On Time
SHP007594,Domariaganj,Mini Truck,180,60,3.0,2025-08-01 03:00,On Time
SHP007595,Fatehabad,Mini Truck,40,60,0.67,2025-05-18 00:40,On Time
SHP007596,Ramganj Mandi,Medium Truck,40,50,0.8,2025-12-07 00:48,On Time
SHP007597,Charkhi Dadri,Medium Truck,180,50,3.6,2025-04-27 03:36,On Time
SHP007598,Islampur,Medium Truck,40,50,0.8,2025-07-06 00:48,On Time
SHP007599,Shivaji Nagar,Medium Truck,450,50,9.0,2025-09-22 09:00,In Transit
SHP007600,Kirnahar,Medium Truck,40,50,0.8,2025-08-01 00:48,On Time
SHP007601,Harpanahalli,Mini Truck,180,60,3.0,2025-05-17 03:00,On Time
SHP007602,Murudeshwara,Medium Truck,180,50,3.6,2025-09-19 03:36,On Time
SHP007603,Lansdowne,Medium Truck,450,50,9.0,2025-02-23 09:00,In Transit
SHP007604,Pakur,Mini Truck,180,60,3.0,2025-04-13 03:00,On Time
SHP007605,Kalugumalai,Medium Truck,180,50,3.6,2025-06-17 03:36,On Time
SHP007606,Saran,Mini Truck,450,60,7.5,2025-10-28 07:30,In Transit
SHP007607,Kundgol,Mini Truck,40,60,0.67,2025-06-21 00:40,On Time
